id,crid,is_officer_complaint,disciplined,gender,race,rank,current_salary,allegation_count,discipline_count,honorable_mention_count,major_award_count,civilian_compliment_count
9292,291627,true,true,M,Black,Police Officer as Detective,93354,35,1,19,0,2
9297,283536,true,true,M,White,Explosives Tech I,93354,26,1,20,0,4
9299,1085538,true,true,M,White,Police Officer,76266,1,1,5,0,0
9300,264655,true,true,M,White,Sergeant of Police,110370,11,1,9,0,3
9311,279497,true,true,M,Black,Police Officer / Field Training Officer,74628,7,1,23,0,1
9316,1073693,true,true,M,Hispanic,Police Officer,89130,32,2,69,0,4
9319,313983,true,true,M,White,Police Officer,78006,8,1,0,0,0
9322,1039725,true,true,M,White,Police Officer,87006,8,1,34,0,3
9345,294609,true,true,F,Black,Police Officer as Detective,79134,7,2,0,0,1
9350,1075586,true,true,M,Black,Police Officer / Field Training Officer,87006,19,2,52,3,3
9353,276049,true,true,M,Black,Sergeant of Police,90024,6,1,11,0,3
9361,1034442,true,true,F,Black,Police Officer,90024,10,3,2,0,0
9371,283340,true,true,M,Black,Police Officer,95106,32,5,14,0,1
9384,309611,true,true,F,White,Police Officer,92430,7,2,18,0,7
9386,1043789,true,true,F,White,Sergeant of Police,109278,27,3,2,0,3
9404,1003328,true,true,M,White,Police Officer,93354,10,1,9,0,5
9407,312155,true,true,M,White,Sergeant of Police,107988,12,2,11,0,2
9413,1004167,true,true,M,White,Police Officer,90024,9,1,27,0,6
9422,1051511,true,true,M,Hispanic,Police Officer,86520,18,2,0,0,0
9425,1063825,true,true,M,Hispanic,Police Officer,90024,52,2,85,0,6
9430,299443,true,true,M,Hispanic,Police Officer,90024,20,1,46,1,5
9454,1034309,true,true,M,Hispanic,Police Officer,93354,39,5,14,1,4
9469,276056,true,true,M,Hispanic,Police Officer,78006,5,4,2,0,0
9472,1045701,true,true,M,Hispanic,Police Officer as Detective,87006,30,1,203,1,7
9478,1060344,true,true,M,White,Police Officer / Marine Officer,98052,35,3,4,0,10
9479,1063502,true,true,M,White,Police Officer,90024,28,2,24,0,4
9482,1006490,true,true,F,White,Police Officer,90024,12,2,28,0,1
9487,312947,true,true,M,White,Sergeant of Police,99756,15,1,3,0,1
9491,260197,true,true,F,White,Police Officer,75816,19,3,4,0,2
9496,1086203,true,true,M,White,Police Officer as Detective,84054,3,1,9,0,1
9499,265919,true,true,M,White,Police Officer,93354,39,1,39,0,3
9501,1030297,true,true,M,Black,Police Officer,92430,19,1,7,1,3
9503,1017062,true,true,M,White,Lieutenant of Police,84630,28,3,0,0,3
9512,1022801,true,true,M,Hispanic,Police Officer,87006,9,1,15,0,3
9521,298752,true,true,M,Hispanic,Police Officer as Detective,100980,16,1,6,0,4
9524,1058066,true,true,M,Hispanic,Police Officer as Detective,97044,17,2,4,0,1
9559,1073306,true,true,M,Hispanic,Police Officer Assigned Evidence Technician,93354,47,1,30,0,7
9565,292149,true,true,M,Hispanic,Police Officer,83604,20,1,2,0,1
9568,1007132,true,true,M,Hispanic,Police Officer,87006,2,1,7,0,2
9572,285403,true,true,M,Hispanic,Lieutenant of Police,104628,7,1,16,0,2
9583,296275,true,true,M,Hispanic,Police Officer,93354,46,1,41,0,8
9594,1007365,true,true,M,Hispanic,Police Officer,68262,2,2,9,0,0
9600,260847,true,true,M,Hispanic,Police Officer,89142,4,1,0,0,5
9604,1031279,true,true,M,Hispanic,Police Officer,93354,11,1,20,0,3
9613,309561,true,true,F,Black,Police Officer,54636,1,1,10,0,0
9617,276049,true,true,F,Black,Police Officer,96060,14,5,9,0,3
9619,275693,true,true,M,White,Police Officer,94524,36,1,33,1,3
9620,1061782,true,true,M,Black,Sergeant of Police,111474,31,4,8,0,2
9629,1003539,true,true,M,Hispanic,Police Officer,80724,41,3,4,0,2
9633,308911,true,true,M,Black,Police Officer as Detective,90540,24,3,5,0,1
9634,299037,true,true,M,Black,Police Officer,89130,50,5,7,1,3
9641,302754,true,true,F,Black,Police Officer,40830,1,1,0,0,4
9642,1015678,true,true,F,Black,Police Officer,40830,1,1,6,0,1
9648,1028193,true,true,M,Hispanic,Lieutenant of Police,125190,30,4,6,0,8
9654,286223,true,true,M,White,Police Officer Assign Youth Off,81126,8,1,0,0,1
9655,1013382,true,true,M,White,Police Officer Assign Youth Off,93192,5,1,1,0,1
9659,270573,true,true,M,White,Commander,141888,8,2,2,0,5
9662,290122,true,true,M,White,Lieutenant of Police,104628,12,1,32,0,3
9670,287780,true,true,M,Black,Police Officer,81252,21,3,3,0,1
9674,303255,true,true,M,White,Sergeant of Police,111474,24,2,28,0,1
9684,298654,true,true,F,Hispanic,Police Officer,47808,2,1,0,0,4
9691,1053921,true,true,M,Hispanic,Police Officer,90024,11,1,73,0,4
9693,1052626,true,true,F,Hispanic,Police Officer,87006,3,1,7,0,1
9695,272173,true,true,M,Hispanic,Police Officer,,11,4,0,0,0
9697,1004014,true,true,M,Hispanic,Police Officer Assigned Canine Handler,90024,43,1,116,1,2
9705,1082915,true,true,M,White,Police Officer,96060,45,2,19,0,3
9712,259254,true,true,M,Black,Sergeant of Police,98766,31,7,4,0,1
9719,1014365,true,true,M,Black,Police Officer,78012,5,1,8,0,2
9725,261487,true,true,M,Black,Police Officer,93354,25,2,16,0,3
9741,1050142,true,true,M,Black,Police Officer,87006,14,1,10,0,1
9752,1039785,true,true,M,White,Police Officer,93354,7,1,2,0,6
9758,261657,true,true,M,White,Police Officer,,41,9,2,0,2
9761,1000183,true,true,F,White,Police Officer,87006,8,1,8,0,1
9765,304911,true,true,M,White,Police Officer,89718,5,1,7,0,2
9771,270747,true,true,F,White,Sergeant of Police,90348,20,5,1,0,0
9773,1032726,true,true,M,Hispanic,Sergeant of Police,107988,50,2,18,0,8
9776,1022210,true,true,M,Hispanic,Police Officer,80724,11,1,17,0,1
9777,266083,true,true,M,Hispanic,Police Officer,,8,4,2,0,2
9795,307967,true,true,M,White,Police Officer,75372,9,1,30,0,1
9805,1016734,true,true,M,Black,Police Officer,93354,8,3,13,0,4
9808,1086215,true,true,M,White,Police Officer,87006,11,2,133,0,4
9813,297496,true,true,M,White,Police Officer,74628,12,2,39,0,0
9822,1075331,true,true,M,Black,Police Officer,93354,24,5,4,0,3
9832,275576,true,true,M,White,Police Officer,90024,17,2,25,0,1
9838,265581,true,true,M,White,Sergeant of Police,111474,18,3,0,0,1
9842,266947,true,true,M,Black,Police Officer,,27,9,8,0,0
9866,1014274,true,true,M,White,Police Officer,90024,11,1,31,0,7
9871,1086379,true,true,F,Black,Police Officer,90024,3,1,3,0,1
9906,1003269,true,true,M,White,Police Officer,91338,19,1,80,1,6
9910,312979,true,true,M,White,Police Officer,93240,14,1,12,0,4
9920,267435,true,true,F,Black,Police Officer,93354,11,1,0,0,1
9933,1011279,true,true,M,White,Police Officer,87006,15,1,29,0,5
9952,1061021,true,true,M,White,Sergeant of Police,107988,43,1,9,0,6
9958,314997,true,true,M,White,Police Officer,90024,8,2,3,0,1
9962,269234,true,true,M,Black,Sergeant of Police,82422,16,2,0,0,0
9963,1084813,true,true,M,White,Sergeant of Police,111474,44,2,22,0,4
9970,1041167,true,true,F,Black,Lieutenant of Police,125190,65,18,4,0,6
9993,1063376,true,true,M,White,Police Officer,87006,6,1,45,0,8
9997,1004413,true,true,M,Black,Sergeant of Police,102978,9,1,11,1,3
10001,1019914,true,true,M,White,Police Officer,85278,20,7,1,0,2
10007,278839,true,true,M,Black,Police Officer,85278,22,8,14,0,0
10024,294609,true,true,M,Hispanic,Police Officer,87006,6,1,47,0,6
10031,291102,true,true,M,White,Police Officer,90024,10,1,45,0,10
10059,271635,true,true,M,White,Police Officer,86532,9,2,2,1,1
10068,306328,true,true,F,White,Lieutenant of Police,82098,16,4,2,3,4
10070,291972,true,true,M,White,Police Officer as Detective,100980,9,1,14,0,7
10097,1080158,true,true,F,Black,Police Officer,90024,8,1,5,0,3
10098,260231,true,true,M,Black,Police Officer,,9,4,0,0,0
10115,311124,true,true,M,Black,Sergeant of Police,110370,27,2,8,0,1
10128,1081565,true,true,F,White,Police Officer as Detective,94122,4,1,29,0,5
10138,1080129,true,true,M,White,Sergeant of Police,111474,42,2,17,0,1
10141,262158,true,true,M,White,Police Officer,,14,6,0,0,0
10142,1047428,true,true,M,White,Police Officer,79926,23,3,10,0,2
10152,295600,true,true,M,White,Sergeant of Police,101442,51,3,72,1,7
10155,282938,true,true,M,White,Police Officer,86130,33,3,1,0,1
10158,292096,true,true,F,Hispanic,Police Officer,81252,24,5,0,0,1
10159,1047958,true,true,M,White,Police Officer,75372,9,2,32,1,1
10162,299091,true,true,M,Hispanic,Evidence Tech,94524,22,4,29,0,3
10191,276344,true,true,M,White,Police Officer,75816,25,5,2,0,2
10208,1015913,true,true,M,White,Police Officer as Detective,54492,34,2,2,0,2
10212,1086323,true,true,F,Hispanic,Police Officer,68616,1,1,2,0,0
10218,1075958,true,true,M,Black,Sergeant of Police,111474,17,3,16,0,3
10221,259491,true,true,M,Black,Police Officer,93354,47,3,13,0,6
10228,298170,true,true,M,White,Police Officer,60600,15,1,1,0,0
10243,277079,true,true,M,Hispanic,Police Officer,,7,2,2,0,2
10248,269395,true,true,F,Hispanic,Police Officer,87006,4,2,9,0,11
10249,277077,true,true,M,Hispanic,Police Officer,90024,12,2,13,0,1
10253,309824,true,true,F,Hispanic,Police Officer,96060,7,1,11,0,2
10260,1029960,true,true,M,Hispanic,Police Officer,87006,12,1,28,0,2
10273,1044141,true,true,M,Hispanic,Police Officer,87006,17,1,42,0,3
10275,1005037,true,true,F,Hispanic,Police Officer,87006,3,1,22,0,1
10280,274201,true,true,M,Hispanic,Police Officer as Detective,103932,23,1,4,0,3
10287,1023858,true,true,M,Hispanic,Police Officer,,13,3,1,0,0
10291,302376,true,true,M,Hispanic,Police Officer,96060,25,4,4,0,1
10295,1034408,true,true,M,Hispanic,Police Officer as Detective,100980,29,3,9,0,2
10297,272103,true,true,M,Hispanic,Police Officer,90024,10,1,44,0,5
10302,1006057,true,true,F,Hispanic,Police Officer / Mounted Patrol Officer,91338,5,1,58,0,6
10315,310386,true,true,M,Hispanic,Police Officer,80724,12,2,7,0,4
10321,1042352,true,true,M,Hispanic,Police Officer,87006,23,1,188,1,9
10323,283650,true,true,F,White,Sergeant of Police,107988,9,2,6,0,5
10327,1064103,true,true,F,Hispanic,Police Officer as Detective,84054,3,1,32,0,1
10330,1072251,true,true,M,Hispanic,Sergeant of Police,111474,42,3,8,0,11
10335,270646,true,true,M,Hispanic,Police Officer,69264,17,1,2,0,0
10338,268042,true,true,M,Hispanic,Police Officer,96060,28,3,16,0,1
10345,1063552,true,true,F,Hispanic,Police Officer as Detective,87006,3,1,30,1,7
10351,1001421,true,true,M,Hispanic,Police Officer,85278,50,8,24,0,0
10352,1070363,true,true,M,Hispanic,Police Officer,86520,34,4,2,0,11
10358,300811,true,true,M,Hispanic,Police Officer,68262,6,2,1,0,0
10363,313922,true,true,M,Hispanic,Police Officer,96060,13,2,6,0,6
10371,1052042,true,true,M,Hispanic,Police Officer,84054,10,1,57,2,1
10385,305892,true,true,M,Black,Police Officer,93354,3,1,50,0,1
10389,307204,true,true,M,Black,Police Officer,74976,15,6,5,0,6
10399,1056759,true,true,M,Black,Police Officer,90024,36,3,46,0,2
10414,1005876,true,true,M,White,Police Officer,93354,11,2,8,0,6
10425,1011171,true,true,M,White,Police Officer,43104,3,1,4,0,0
10428,279126,true,true,F,Black,Police Officer,90024,20,3,21,0,30
10449,1039160,true,true,M,White,Sergeant of Police,90024,37,1,88,2,5
10466,1086939,true,true,M,White,Sergeant of Police,111474,9,1,0,0,1
10482,1015631,true,true,M,Black,Police Officer,96060,46,4,14,0,4
10494,298647,true,true,M,Black,Police Officer,95106,17,5,0,0,5
10497,292061,true,true,F,Hispanic,Police Officer,66906,5,2,1,0,0
10498,1020711,true,true,M,Black,Police Officer,86130,12,4,4,0,1
10501,278493,true,true,F,Black,Police Officer as Detective,103932,16,5,0,0,2
10504,279798,true,true,M,Hispanic,Police Officer,85278,12,1,1,0,1
10517,271136,true,true,F,Hispanic,Sergeant of Police,104628,3,1,17,0,3
10534,298119,true,true,F,White,Police Officer,90024,15,3,34,0,1
10552,1059264,true,true,F,Hispanic,Police Officer,90024,23,2,17,0,0
10554,302486,true,true,M,Hispanic,Police Officer,90024,14,1,83,1,9
10556,261408,true,true,M,White,Police Officer,,16,5,5,0,6
10560,1054856,true,true,M,White,Police Officer,83706,43,3,29,0,3
10568,1061311,true,true,F,Black,Police Officer,90024,10,2,12,0,2
10574,1050482,true,true,M,White,Police Officer as Detective,91080,7,1,65,0,3
10578,266591,true,true,M,White,Police Officer,96060,7,1,5,0,3
10588,1075007,true,true,M,White,Police Officer,90024,7,2,10,0,11
10605,286001,true,true,M,White,Police Officer,93354,18,2,20,0,9
10607,1043881,true,true,F,White,Police Officer,87006,5,1,29,0,3
10609,271508,true,true,M,White,Sergeant of Police,104628,23,1,36,1,1
10619,1063583,true,true,M,White,Police Officer as Detective,100980,20,2,6,0,6
10624,1047787,true,true,M,Black,Police Officer as Detective,93192,19,1,0,1,1
10628,1055840,true,true,M,Black,Police Officer,88830,9,3,6,0,7
10631,1063469,true,true,M,White,Police Officer,87006,14,1,50,0,5
10632,1015843,true,true,M,Black,Police Officer,90024,10,2,12,0,3
10648,1069466,true,true,M,White,Police Officer as Detective,98016,11,1,6,0,2
10656,1076382,true,true,M,White,Sergeant of Police,111474,21,2,6,1,13
10693,280383,true,true,M,Black,Police Officer,90024,14,3,29,0,1
10694,1047743,true,true,M,Black,Police Officer,83706,47,5,15,1,5
10695,1051989,true,true,F,Black,Police Officer,93354,8,1,10,1,4
10697,1016069,true,true,M,Black,Sergeant of Police,90348,20,7,1,0,0
10698,1007603,true,true,F,Black,Police Officer,83706,36,15,0,0,8
10717,1061271,true,true,M,Black,Police Officer,93354,27,3,21,0,9
10727,1013018,true,true,M,Black,Police Officer,90024,9,3,14,0,1
10730,265256,true,true,F,Black,Police Officer,90618,4,3,0,0,1
10757,1072083,true,true,F,White,Police Officer,86520,5,2,2,0,1
10774,272011,true,true,F,White,Police Officer Assigned Canine Handler,97080,43,4,26,0,2
10798,270166,true,true,M,Black,Police Officer,83604,15,2,5,0,7
10808,1041645,true,true,M,Black,Police Officer,86130,23,1,11,1,3
10809,1068049,true,true,M,Black,Police Officer,90024,42,7,9,0,2
10811,278067,true,true,M,Black,Police Officer,70278,11,4,1,0,1
10820,269127,true,true,M,Black,Police Officer,93354,17,3,24,0,1
10824,1057378,true,true,M,White,Police Officer,90024,7,1,53,0,6
10843,270700,true,true,M,White,Police Officer,79152,16,1,4,0,0
10845,277861,true,true,M,White,Police Officer,,20,1,10,0,0
10849,267150,true,true,F,White,Sergeant of Police,109278,40,4,22,1,4
10875,1030969,true,true,M,White,Administrative Assistant I,154932,7,1,5,1,47
10877,1063576,true,true,F,Black,Police Officer,92316,29,4,8,0,3
10902,276049,true,true,M,White,Police Officer,78360,31,1,17,1,4
10905,1028193,true,true,M,White,Police Officer,61932,4,1,13,0,2
10922,301176,true,true,F,White,Police Officer as Detective,98898,13,1,9,0,2
10930,1029336,true,true,M,Hispanic,Police Officer,87006,10,3,29,0,5
10951,1012699,true,true,M,Hispanic,Police Officer,79926,43,2,3,1,0
10962,294645,true,true,M,Hispanic,Police Officer,92316,33,2,12,1,4
10965,285035,true,true,M,Hispanic,Lieutenant of Police,125190,19,7,5,0,7
10977,1067201,true,true,M,White,Police Officer,90024,6,3,8,0,2
10979,1086081,true,true,F,Black,Police Officer Assigned Traffic Specialist,100980,9,2,7,0,1
10987,260809,true,true,M,White,Police Officer,,6,2,1,0,0
10991,263085,true,true,M,White,Police Officer,,12,7,1,0,0
11004,297383,true,true,M,Black,Sergeant of Police,85818,21,4,1,0,0
11011,1060226,true,true,M,Black,Police Officer,93354,18,3,12,1,4
11016,268388,true,true,M,Asian/Pacific,Police Officer,,8,3,0,0,0
11021,1033852,true,true,M,White,Police Officer,90024,25,1,99,1,4
11024,260300,true,true,F,White,Lieutenant of Police,104628,8,1,12,0,1
11028,294877,true,true,F,White,Commander,136170,15,2,13,0,6
11056,311008,true,true,F,Hispanic,Police Officer,93354,14,3,11,0,7
11058,1046947,true,true,F,Hispanic,Police Officer,86520,7,1,4,0,1
11067,262631,true,true,M,White,Police Officer,90024,5,1,4,0,3
11069,263795,true,true,F,White,Police Officer,93354,4,2,4,0,3
11072,1027971,true,true,F,Black,Police Officer,90024,8,1,9,0,1
11075,1086286,true,true,M,White,Police Officer,87006,8,1,75,0,7
11077,280348,true,true,M,White,Police Officer,78006,24,4,2,0,2
11078,289903,true,true,M,Hispanic,Sergeant of Police,107988,19,1,0,0,9
11084,1086599,true,true,M,Hispanic,Police Officer,72510,2,1,4,1,0
11090,1000004,true,true,M,Hispanic,Police Officer / Field Training Officer,98052,14,3,28,0,3
11092,1002528,true,true,F,Hispanic,Police Officer,87006,7,1,44,0,7
11093,1074927,true,true,M,Hispanic,Police Officer,87006,11,1,53,0,2
11096,1055801,true,true,M,Hispanic,Police Officer as Detective,94122,9,1,84,2,4
11117,1083365,true,true,M,White,Sergeant of Police,87006,33,2,337,0,4
11141,1001155,true,true,F,White,Police Officer Assigned Canine Handler,97080,25,2,25,0,2
11165,294720,true,true,M,Hispanic,Police Officer,58572,17,9,5,0,0
11172,282882,true,true,F,Black,Police Officer Assign Youth Off,93192,27,1,0,0,1
11179,1008262,true,true,M,White,Police Officer Assigned Evidence Technician,84876,22,3,5,0,0
11184,276049,true,true,F,Black,Police Officer,93354,15,4,12,1,1
11189,1052867,true,true,M,Asian/Pacific,Police Officer,80724,47,3,6,0,7
11194,268948,true,true,M,White,Police Officer,96060,67,9,12,0,5
11209,1065781,true,true,M,Black,Police Officer,83706,21,5,5,0,2
11213,1002337,true,true,M,Black,Police Officer,90024,6,1,7,0,2
11222,312235,true,true,M,White,Police Officer / Field Training Officer,98052,24,3,31,0,7
11224,1048561,true,true,M,White,Police Officer,96060,37,4,18,0,3
11234,1003563,true,true,M,White,Police Officer,87006,10,1,86,2,5
11236,1049448,true,true,M,White,Police Officer as Detective,93648,10,1,8,0,2
11239,297569,true,true,M,White,Sergeant of Police,111474,29,1,12,0,7
11258,286950,true,true,M,Asian/Pacific,Sergeant of Police,90024,5,1,9,0,2
11265,1025998,true,true,M,Black,Police Officer as Detective,90456,42,5,0,0,2
11277,1073940,true,true,M,White,Police Officer,90024,8,1,20,0,1
11295,1013646,true,true,M,Black,Police Officer,90024,9,1,43,0,8
11305,314758,true,true,M,White,Police Officer,93354,61,3,21,0,5
11311,1061351,true,true,M,Black,Police Officer,89130,18,1,21,0,2
11332,312118,true,true,F,Black,Deputy Chief,125190,2,1,2,0,2
11335,266940,true,true,F,Black,Police Officer,60600,7,2,1,0,0
11336,1019090,true,true,F,White,Police Officer,75816,4,1,12,1,0
11352,1065857,true,true,M,White,Police Officer,87006,13,2,59,1,7
11360,1042029,true,true,F,Hispanic,Police Officer,87006,13,1,20,0,3
11383,312647,true,true,M,Hispanic,Lieutenant of Police,107988,27,2,17,0,2
11405,290527,true,true,M,White,Police Officer as Detective,93618,4,2,0,0,1
11413,276961,true,true,M,Black,Police Officer,93354,32,9,28,0,15
11423,1023241,true,true,M,White,Police Officer,61932,4,1,5,0,1
11436,1053081,true,true,M,White,Police Officer,86520,26,2,31,0,3
11441,301884,true,true,M,Hispanic,Police Officer,90024,30,1,16,0,5
11445,307638,true,true,M,White,Sergeant of Police,107988,9,1,2,0,9
11463,269198,true,true,M,Black,Police Officer,83604,41,10,11,0,1
11468,314049,true,true,F,White,Police Officer,94524,10,1,40,0,2
11477,311031,true,true,F,Black,Police Officer,70656,6,1,6,0,1
11478,302424,true,true,F,Black,Police Officer,89130,5,1,1,0,1
11488,275183,true,true,M,Black,Sergeant of Police,110370,12,2,1,0,2
11516,1010561,true,true,M,Black,Police Officer,93354,14,2,12,0,1
11526,313072,true,true,F,Black,Police Officer,87006,11,3,15,0,2
11537,1006899,true,true,M,Black,Police Officer,75816,39,4,8,0,0
11538,1023369,true,true,F,Black,Police Officer,87006,6,4,9,0,1
11555,307741,true,true,M,Black,Police Officer,95106,11,2,25,0,4
11556,1002309,true,true,F,Black,Police Officer,89130,6,2,6,0,1
11558,262254,true,true,M,White,Police Officer,,15,1,0,0,4
11573,290174,true,true,M,Black,Police Officer,90024,12,1,13,0,2
11574,292175,true,true,M,Black,Police Officer,83604,10,3,3,0,1
11615,1001556,true,true,M,White,Sergeant of Police,101442,16,1,127,2,3
11622,1025897,true,true,M,Black,Police Officer / Mounted Patrol Officer,100980,19,3,7,0,4
11643,281796,true,true,M,Black,Police Officer,,2,1,2,0,0
11683,1001423,true,true,M,Black,Police Officer,73164,8,1,37,0,4
11692,1061385,true,true,M,Black,Police Officer,84054,8,1,17,0,1
11701,1073098,true,true,M,White,Police Officer,87006,12,1,52,0,4
11705,263608,true,true,M,White,Police Officer as Detective,100980,3,1,0,0,2
11720,313654,true,true,M,White,Police Officer,90024,16,1,57,0,4
11728,1008896,true,true,M,White,Police Officer,93354,14,1,9,1,7
11730,278126,true,true,M,White,Police Officer,57426,7,4,1,0,0
11733,274227,true,true,F,White,Police Officer,85278,19,1,10,0,1
11755,284535,true,true,F,White,Police Officer,74328,24,8,2,0,0
11759,1061752,true,true,M,Black,Police Officer,87006,6,1,20,0,1
11762,290627,true,true,M,Black,Police Officer,65592,29,4,4,0,4
11763,275719,true,true,M,Black,Police Officer,93354,23,5,27,0,6
11767,286224,true,true,M,Black,Police Officer,93354,15,2,141,0,3
11770,261542,true,true,F,White,Police Officer,,5,4,1,0,0
11776,1000624,true,true,M,Black,Police Officer,81252,9,3,0,0,0
11777,277307,true,true,F,Black,Police Officer,62742,22,6,1,0,0
11778,259462,true,true,M,Black,Police Officer / Field Training Officer,98052,25,1,24,0,2
11783,303386,true,true,M,White,Police Officer,69264,21,1,2,0,0
11796,265208,true,true,M,White,Police Officer,64926,14,1,2,0,1
11798,1071190,true,true,M,White,Police Officer,96060,29,2,7,0,2
11803,259216,true,true,M,White,Police Officer,,15,3,4,0,0
11816,282521,true,true,M,Black,Sergeant of Police,96060,30,3,10,0,3
11822,1063213,true,true,M,Black,Police Officer,95106,20,2,13,0,2
11825,279679,true,true,M,Black,Police Officer,66906,10,2,1,0,0
11830,265689,true,true,M,White,Police Officer,86130,16,4,2,0,2
11845,306280,true,true,M,White,Police Officer as Detective,100980,22,2,17,0,8
11851,261196,true,true,M,White,Police Officer,89718,26,2,13,0,1
11854,310534,true,true,M,White,Sergeant of Police,104628,28,1,27,0,7
11885,284764,true,true,M,White,Police Officer,64926,21,1,1,0,0
11895,1056196,true,true,F,Black,Captain of Police,122748,4,2,0,1,12
11899,1081187,true,true,F,White,Police Officer,84054,3,1,12,0,1
11900,1071553,true,true,M,White,Police Officer,90024,20,1,29,0,6
11904,295708,true,true,F,White,Lieutenant of Police,121464,19,2,62,0,2
11910,1084965,true,true,M,Black,Police Officer,90024,12,2,13,0,0
11919,1061370,true,true,M,Black,Police Officer,93354,5,2,3,2,1
11936,1066809,true,true,M,White,Police Officer,93354,24,3,33,0,3
11939,1000319,true,true,F,Black,Police Officer,87006,7,1,62,2,1
11971,1001738,true,true,F,Black,Police Officer,87006,6,1,9,0,1
11972,313232,true,true,M,Black,Police Officer,87006,3,1,4,1,1
12007,1061320,true,true,M,Hispanic,Police Officer,93354,33,3,16,0,3
12014,270573,true,true,M,Hispanic,Assistant Deputy Superintendent,127278,2,1,0,0,0
12038,1039797,true,true,M,Hispanic,Police Officer,82878,35,6,8,0,0
12040,1048046,true,true,M,Hispanic,Sergeant of Police,107988,21,1,35,0,2
12063,1071970,true,true,M,Hispanic,Police Officer,87006,11,1,32,2,8
12064,1011322,true,true,M,Hispanic,Police Officer,90618,8,2,9,0,8
12070,299301,true,true,M,White,Police Officer,74328,11,3,4,0,0
12073,284143,true,true,F,Hispanic,Police Officer as Detective,97044,3,1,1,0,2
12074,292788,true,true,M,Hispanic,Police Officer,66924,80,5,21,0,0
12081,1025191,true,true,M,Hispanic,Police Officer,83706,14,2,9,0,3
12082,1071116,true,true,M,Hispanic,Police Officer,90024,31,2,41,0,12
12085,1043536,true,true,M,Hispanic,Police Officer,90024,25,2,103,2,5
12093,1060883,true,true,M,Hispanic,Police Officer,93354,7,2,16,0,6
12109,285127,true,true,M,White,Police Officer,90024,56,6,20,0,6
12110,275996,true,true,F,White,Police Officer,78012,3,1,17,0,2
12114,313587,true,true,F,Black,Police Officer,42258,1,1,3,0,2
12118,306574,true,true,F,White,Police Officer,90024,10,1,29,0,9
12123,1004567,true,true,M,White,Police Officer as Detective,97440,11,1,13,0,3
12139,301109,true,true,M,White,Police Officer / Explosives Detective Canine Handler,87048,18,1,2,0,2
12144,278061,true,true,M,White,Police Officer,,3,1,0,0,0
12146,303676,true,true,M,White,Sergeant of Police,104628,32,1,45,3,2
12147,275560,true,true,M,Hispanic,Sergeant of Police,90024,37,3,130,0,5
12161,313587,true,true,M,Black,Police Officer,64992,1,1,5,0,0
12171,284792,true,true,M,White,Police Officer as Detective,87354,8,1,0,0,1
12177,1013898,true,true,M,White,Sergeant of Police,104628,26,5,43,0,5
12184,294015,true,true,F,Hispanic,Police Officer,93354,18,2,16,0,1
12199,302066,true,true,M,Black,Police Officer as Detective,94524,14,2,12,0,3
12203,310562,true,true,F,White,Police Officer,92316,11,4,4,1,1
12236,1009737,true,true,F,Black,Police Officer,86130,24,3,9,0,1
12238,285024,true,true,F,Black,Police Officer,75816,39,14,9,1,3
12247,297212,true,true,M,Black,Police Officer,85278,12,3,3,0,6
12248,304903,true,true,F,Black,Police Officer,90024,2,1,3,0,5
12250,298350,true,true,M,Black,Police Officer,96060,4,1,4,0,1
12253,1000569,true,true,F,Black,Sergeant of Police,101442,4,1,17,0,6
12256,1068572,true,true,M,White,Sergeant of Police,111474,10,2,34,0,5
12259,1043675,true,true,M,Black,Police Officer,86130,29,5,14,0,10
12260,1041703,true,true,F,White,Sergeant of Police,107988,22,2,40,0,2
12263,288544,true,true,F,Black,Police Officer / Mounted Patrol Officer,68166,23,11,0,0,0
12268,1079893,true,true,F,White,Sergeant of Police,107988,8,1,13,0,6
12273,1023454,true,true,F,Black,Police Officer,96060,9,2,22,0,31
12275,305060,true,true,M,Black,Police Officer as Detective,97440,14,1,50,0,2
12278,313853,true,true,M,Black,Police Officer,85278,12,3,3,0,0
12301,310268,true,true,F,White,Sergeant of Police,109278,18,4,12,0,6
12319,290832,true,true,M,White,Police Officer,86130,34,3,3,0,2
12332,269507,true,true,M,White,Police Officer,89142,12,3,1,0,1
12341,303653,true,true,M,Black,Police Officer,90024,12,2,2,0,1
12343,292406,true,true,F,Black,Police Officer,90024,10,1,13,0,9
12346,262450,true,true,M,Black,Police Officer,76476,16,1,3,0,0
12358,295272,true,true,M,White,Police Officer,90024,7,1,5,0,2
12360,1062430,true,true,M,White,Police Officer,95106,47,2,18,0,7
12362,1060039,true,true,M,White,Police Officer as Detective,93192,6,2,0,0,0
12364,297800,true,true,M,White,Police Officer,93354,38,3,25,0,5
12375,1018912,true,true,F,White,Sergeant of Police,99960,27,5,3,0,3
12391,267478,true,true,M,White,Police Officer,93354,32,3,22,0,5
12412,299928,true,true,M,Black,Police Officer,93354,38,1,37,0,4
12413,312795,true,true,M,White,Police Officer as Detective,93192,35,5,4,0,2
12415,271575,true,true,M,Black,Police Officer,90618,14,2,6,0,2
12424,277373,true,true,F,Black,Police Officer,90024,5,1,3,0,3
12426,1069065,true,true,F,Black,Police Officer,90024,34,4,20,0,3
12435,277947,true,true,M,Black,Police Officer,89130,12,2,14,0,4
12463,260471,true,true,M,Black,Police Officer,96060,8,2,19,0,2
12467,302872,true,true,M,Black,Police Officer,71682,14,4,3,0,2
