id,crid,is_officer_complaint,disciplined,gender,race,rank,current_salary,allegation_count,discipline_count,honorable_mention_count,major_award_count,civilian_compliment_count
5,C185794,false,true,M,White,Sergeant of Police,,4,1,2,0,2
9,C174984,false,true,M,Black,Police Officer,,3,1,0,0,0
11,C194944,false,true,F,White,Police Officer as Detective,73476,7,1,0,0,0
12,C210132,false,true,M,White,Police Officer as Detective,,7,1,0,0,0
13,C204385,false,true,M,White,Police Officer,85278,10,1,3,0,2
21,C197405,false,true,F,White,Police Officer,,16,7,0,0,0
29,C244836,false,true,M,Black,Police Officer,93240,6,3,5,0,7
33,C194920,false,true,M,Hispanic,Police Officer as Detective,74946,15,1,0,0,0
43,C201490,false,true,M,White,Police Officer,,1,1,0,0,0
45,C229071,false,true,M,Hispanic,Police Officer,,2,1,2,0,0
48,C241037,false,true,F,Hispanic,Police Officer,93240,9,1,9,0,9
54,C245718,false,true,M,Hispanic,Police Officer,92430,13,2,7,0,1
56,1054598,false,true,M,Hispanic,Police Officer as Detective,84054,10,1,42,0,2
58,259677,false,true,M,Hispanic,Police Officer,64926,36,9,12,1,0
70,C194839,false,true,M,Hispanic,Commander,121728,8,1,0,0,0
71,C203832,false,true,F,White,Police Officer (Per Arbitration Award),79632,1,1,1,0,0
78,C249606,false,true,M,Hispanic,Sergeant of Police,,8,1,9,1,3
79,C182480,false,true,M,Black,Police Officer,,4,2,1,0,0
80,1048041,false,true,M,Hispanic,Police Officer,84054,9,3,10,0,4
90,293504,false,true,M,Black,Police Officer,76476,25,3,0,1,0
91,C181393,false,true,M,White,Police Officer as Detective,84402,17,1,1,2,2
92,C245993,false,true,M,White,Police Officer as Detective,100980,27,1,9,1,5
96,C219960,false,true,F,Black,Police Officer (Per Arbitration Award),87888,11,4,0,0,1
97,C206724,false,true,M,Black,Police Officer,,2,1,0,0,0
100,C200239,false,true,M,Black,Police Officer,,6,4,0,0,0
105,C195749,false,true,M,Black,Police Officer,83604,15,2,2,0,2
110,C216030,false,true,M,Black,Police Officer,,8,4,0,0,0
111,C187527,false,true,F,Black,Police Officer,60600,17,2,0,0,0
114,C202773,false,true,F,Black,Police Officer,89718,22,3,5,0,2
116,1049995,false,true,M,Black,Police Officer,84054,4,1,25,1,3
117,C216981,false,true,M,Black,Police Officer,71682,18,5,3,0,0
118,1024725,false,true,M,White,Police Officer,80724,14,1,17,0,0
122,C170735,false,true,M,Black,Police Officer,78006,12,6,6,0,1
123,C150239,false,true,M,Black,Police Officer,,1,1,0,0,0
124,C220046,false,true,M,Black,Police Officer,96060,17,3,6,0,4
127,C182480,false,true,M,Black,Sergeant of Police,101958,45,5,10,1,4
130,C199934,false,true,M,White,Sergeant of Police,101958,19,1,5,0,3
134,C208634,false,true,F,Hispanic,Police Officer,64926,12,4,12,1,0
143,C256343,false,true,F,Black,Police Officer,87384,15,1,7,0,0
145,C158568,false,true,M,White,Police Officer,,2,1,0,1,0
147,C197898,false,true,M,Black,Police Officer,96060,9,1,1,0,1
156,C231674,false,true,M,White,Police Officer,89718,32,3,27,0,7
157,C201269,false,true,F,White,Sergeant of Police,111474,24,1,6,0,10
160,C247312,false,true,M,White,Police Officer,93354,12,3,3,0,2
167,C186160,false,true,M,White,Police Officer,,2,1,2,0,0
178,C192149,false,true,M,Hispanic,Police Officer / Field Training Officer,90540,38,4,2,0,0
179,C193967,false,true,M,Hispanic,Police Officer,,1,1,0,0,0
180,C213439,false,true,M,Hispanic,Police Officer,,1,1,2,0,0
186,C227304,false,true,F,Hispanic,Sergeant of Police,111474,6,1,2,0,3
190,C238950,false,true,M,Hispanic,Police Officer,88830,20,2,26,0,7
191,C205588,false,true,M,Hispanic,Police Officer,92316,42,5,11,1,6
197,C195970,false,true,M,Hispanic,Police Officer,92316,18,2,1,1,1
198,303462,false,true,M,Hispanic,Police Officer,96060,21,1,0,0,1
199,C190468,false,true,F,White,Police Officer,,27,13,2,0,1
200,C182480,false,true,M,Hispanic,Captain of Police,,16,3,11,1,1
201,C132746,false,true,M,Hispanic,Sergeant of Police,,4,1,9,0,3
214,C051271,false,true,M,White,Police Officer,,2,1,0,0,0
215,C207693,false,true,M,White,Police Officer,,1,1,0,0,0
218,C232052,false,true,M,White,Police Officer,85278,13,4,0,0,1
220,C183876,false,true,M,White,Police Officer,80736,18,2,0,0,4
223,C188764,false,true,F,Black,Police Officer,71682,9,2,1,0,0
225,268680,false,true,M,Black,Police Officer,78006,23,3,6,0,1
229,284463,false,true,M,Hispanic,Police Officer,93354,17,1,10,0,2
230,1000199,false,true,M,Hispanic,Police Officer,90024,6,1,8,0,3
237,C227032,false,true,F,White,Police Officer,69270,19,1,1,0,0
240,1088958,false,true,M,Black,Police Officer,68616,2,1,0,0,0
241,C231953,false,true,M,Black,Police Officer,93354,29,6,21,0,1
243,271178,false,true,M,Black,Police Officer,96060,24,2,0,0,1
245,263990,false,true,M,Black,Police Officer,68262,27,4,2,0,0
249,C260791,false,true,M,Black,Police Officer,70656,12,4,1,0,1
250,C245690,false,true,M,Black,Police Officer,93354,11,2,6,0,4
252,C246710,false,true,M,White,Police Officer,93354,18,2,32,0,5
256,C239058,false,true,M,Black,Police Officer,93354,24,4,7,0,3
258,C198278,false,true,M,Hispanic,Police Officer,95106,17,2,33,0,2
259,C217701,false,true,M,White,Police Officer,90540,11,1,2,0,5
261,C172976,false,true,M,Hispanic,Police Officer,,2,1,0,0,0
263,277305,false,true,F,Hispanic,Police Officer,90024,22,4,43,0,2
267,C202088,false,true,M,White,Police Officer,,2,1,2,0,1
270,308055,false,true,M,Hispanic,Police Officer,93354,33,2,25,1,6
274,C238313,false,true,M,Black,Sergeant of Police,85818,7,2,3,0,0
284,C205750,false,true,M,Hispanic,Police Officer,,5,1,2,0,2
294,C207442,false,true,M,White,Police Officer,,15,3,2,0,2
300,265510,false,true,F,Black,Police Officer,95106,17,1,11,0,2
321,C183910,false,true,M,White,Lieutenant of Police,,3,1,0,0,0
323,C246710,false,true,M,Black,Captain of Police,,12,1,7,0,6
326,1048888,false,true,M,Black,Police Officer,87006,5,1,84,0,1
328,C152839,false,true,M,Black,Police Officer,,1,1,9,0,3
331,280489,false,true,F,Black,Police Officer,,4,2,1,0,0
332,275931,false,true,M,Black,Police Officer,80724,12,4,5,0,1
335,C176918,false,true,M,Black,Police Officer,,1,1,0,0,0
336,289052,false,true,M,Black,Police Officer,90024,7,1,6,0,1
338,C239381,false,true,M,Hispanic,Police Officer,93354,10,1,5,0,1
341,C200577,false,true,M,White,Police Officer as Detective,103932,11,1,1,2,4
343,C196682,false,true,M,Black,Police Officer,,4,2,5,0,6
346,C209711,false,true,M,Black,Police Officer,75816,17,9,0,0,0
350,C222948,false,true,M,Black,Police Officer,,2,1,0,0,0
351,C230702,false,true,M,Asian/Pacific,Police Officer,87384,18,3,8,0,4
352,1073559,false,true,M,Asian/Pacific,Police Officer,87006,20,1,65,1,5
361,C225824,false,true,M,White,Police Officer as Detective,90540,21,4,6,0,7
362,C225197,false,true,M,White,Police Officer,,9,2,5,0,6
364,C255952,false,true,M,White,Police Officer,66906,28,3,1,0,0
368,C182480,false,true,F,Black,Police Officer,83604,8,2,3,0,0
372,C232745,false,true,F,Black,Police Officer,93240,18,1,3,0,1
376,C190819,false,true,F,Black,Police Officer,96060,27,8,0,0,1
379,C216244,false,true,M,White,Police Officer / Marine Officer,99978,18,1,6,0,13
380,C256000,false,true,M,White,Police Officer,,10,1,0,0,0
381,C182480,false,true,F,Black,Police Officer,,1,1,0,0,0
382,C193854,false,true,M,Black,Police Officer,,1,1,2,0,1
385,271732,false,true,M,Black,Police Officer,96060,38,4,6,0,2
386,C212454,false,true,F,White,Police Officer,69270,7,1,1,0,0
387,C197058,false,true,M,White,Police Officer,96060,27,2,15,0,6
389,C236821,false,true,M,Black,Police Officer,78006,47,1,5,0,6
391,C132414,false,true,M,White,Police Officer,,1,1,3,0,0
396,C199452,false,true,M,Black,Police Officer,,7,4,0,0,0
397,304454,false,true,M,Black,Sergeant of Police,83214,20,2,6,0,1
400,268274,false,true,M,Black,Sergeant of Police,100980,23,1,26,0,5
402,C245663,false,true,M,Black,Police Officer,,2,1,1,0,0
404,C151230,false,true,M,Black,Police Officer,,1,1,0,0,0
405,293000,false,true,F,Black,Police Officer,93240,12,1,3,0,0
406,305262,false,true,F,Black,Police Officer,90024,12,4,17,0,2
407,C208007,false,true,M,Black,Police Officer Assigned Latent Fingerprint Examiner,87918,14,1,2,0,0
412,307983,false,true,M,Black,Police Officer,40830,3,1,2,0,2
416,C208557,false,true,M,White,Police Officer,,1,1,2,0,1
420,C211995,false,true,M,Hispanic,Police Officer,62742,31,1,12,1,0
421,C239541,false,true,M,Hispanic,Sergeant of Police,,3,1,0,0,0
426,300930,false,true,F,Hispanic,Police Officer,90024,9,2,48,0,3
429,C235052,false,true,M,White,Police Officer as Detective,99978,20,2,5,0,9
436,C192760,false,true,M,Hispanic,Police Officer Assigned Evidence Technician,100980,10,1,6,0,1
441,C220046,false,true,M,Hispanic,Police Officer,76476,16,1,0,0,0
445,C234731,false,true,M,Black,Police Officer,,2,1,8,0,0
446,C195300,false,true,M,Black,Police Officer,,7,2,9,1,3
447,C223865,false,true,M,Black,Police Officer,79152,1,1,0,0,0
454,C209250,false,true,M,White,Police Officer,,6,1,0,0,0
457,C225310,false,true,M,White,Police Officer Assign Youth Off,,4,1,2,0,0
461,C232948,false,true,M,White,Police Officer,83706,15,1,6,0,5
471,C144976,false,true,M,Hispanic,Police Officer,,3,1,5,0,6
473,270273,false,true,M,Hispanic,Police Officer,,22,2,5,0,0
478,C197093,false,true,M,Hispanic,Sergeant of Police,111474,48,2,79,0,4
485,1089358,false,true,M,Hispanic,Police Officer / Field Training Officer,91338,3,1,36,0,9
505,C205575,false,true,M,Hispanic,Sergeant of Police,110370,14,1,16,0,4
508,C198129,false,true,M,Hispanic,Police Officer,,5,2,0,0,0
510,1089065,false,true,M,White,Police Officer,93354,4,1,7,0,2
514,C210117,false,true,M,Hispanic,Police Officer,,1,1,2,0,0
518,C204007,false,true,M,White,Police Officer as Detective,103932,35,1,5,0,7
529,266093,false,true,F,Black,Police Officer,76476,28,3,3,0,2
532,C182218,false,true,M,White,Police Officer,64926,5,1,2,0,1
541,1016398,false,true,M,Black,Police Officer,78012,11,1,11,0,0
545,C193993,false,true,M,Black,Police Officer / Field Training Officer,72810,15,2,3,0,2
549,C199332,false,true,M,White,Sergeant of Police,,6,1,9,1,3
565,C113523,false,true,M,White,Sergeant of Police,,2,2,2,0,2
572,C242888,false,true,M,Black,Police Officer,96060,20,1,7,1,1
573,C231156,false,true,M,Black,Police Officer as Detective,87354,6,3,0,0,1
575,C194984,false,true,M,Asian/Pacific,Police Officer as Detective,103932,10,1,8,0,1
576,C227264,false,true,M,Black,Police Officer as Detective,100980,34,1,8,0,13
579,C243480,false,true,M,Black,Police Officer,96060,63,7,39,0,1
588,C242514,false,true,F,Black,Police Officer,93354,23,4,3,0,6
591,C193636,false,true,M,White,Police Officer,95106,21,1,6,0,1
592,C254339,false,true,M,White,Police Agent,98052,14,1,0,1,1
593,C229490,false,true,M,White,Sergeant of Police,,2,1,0,0,0
594,C220305,false,true,F,White,Police Officer Assign Youth Off,,2,1,0,0,0
597,C181908,false,true,M,Black,Police Officer,,12,3,0,0,0
598,C235578,false,true,M,Black,Police Officer,,11,1,0,0,0
600,C213448,false,true,M,Black,Police Officer,,1,1,2,0,0
607,C168582,false,true,M,Black,Police Officer,,5,2,0,0,0
609,C263843,false,true,F,Black,Unknown,62742,5,3,0,0,0
611,C215127,false,true,F,White,Police Officer,86130,5,1,2,0,0
615,C250201,false,true,M,Black,Police Officer,83706,21,4,5,0,9
617,C182371,false,true,M,White,Police Officer,,13,1,2,0,1
621,C202741,false,true,M,White,Police Officer,83706,36,3,0,0,3
625,C215320,false,true,F,White,Police Officer,75816,5,2,2,0,1
626,C222020,false,true,M,White,Sergeant of Police,96072,13,2,5,0,0
628,1021242,false,true,M,Black,Police Officer,69648,14,6,5,0,0
632,C189138,false,true,M,White,Lieutenant of Police,99642,30,1,13,0,4
633,C213852,false,true,M,Black,Police Officer,,19,1,10,0,0
634,C184329,false,true,M,White,Police Officer,,16,2,10,0,0
638,C258068,false,true,M,Black,Police Officer,,7,2,0,0,0
639,281020,false,true,F,White,Sergeant of Police,104628,24,1,14,0,7
644,C245089,false,true,F,Black,Police Officer,93354,10,2,8,0,2
645,C259107,false,true,M,Black,Police Officer,96060,60,9,3,0,1
646,C257018,false,true,M,Black,Police Officer,93354,35,1,23,1,5
650,C248682,false,true,M,Black,Police Officer,93354,90,5,37,0,9
658,C214196,false,true,M,Black,Police Officer,,14,3,3,0,2
661,C210599,false,true,M,Black,Gang Crimes,,4,1,0,0,0
662,C153858,false,true,M,Black,Police Officer,,2,1,0,0,0
663,C215139,false,true,M,Black,Police Officer,69264,21,6,0,0,0
664,C229746,false,true,F,Black,Police Officer,61512,3,2,0,0,0
675,C181930,false,true,F,White,Sergeant of Police,111474,16,1,5,0,2
678,290430,false,true,M,Black,Police Officer,93354,22,2,7,0,4
682,C212072,false,true,M,White,Lieutenant of Police,84630,18,1,9,0,1
684,C194320,false,true,M,Black,Police Officer,,7,1,0,0,0
688,C222979,false,true,F,Black,Police Officer,93354,3,1,0,1,3
698,1060662,false,true,M,White,Lieutenant of Police,122718,14,1,8,0,11
703,C183936,false,true,M,White,Police Officer,69264,6,2,5,0,6
721,C227802,false,true,M,White,Police Officer,93354,8,1,16,0,3
735,C209459,false,true,M,White,Sergeant of Police,96072,10,2,9,0,3
740,C232720,false,true,F,Black,Police Officer as Detective,99978,15,3,0,0,2
745,C242952,false,true,F,Black,Sergeant of Police,107988,5,1,3,0,3
747,C239196,false,true,F,White,Police Officer,,7,1,5,0,2
756,C172903,false,true,M,White,Lieutenant of Police,,7,2,5,0,6
758,1071217,false,true,M,White,Police Officer,84054,12,1,25,0,3
759,C184682,false,true,M,White,Police Officer,86130,38,2,22,0,4
763,C209441,false,true,M,White,Police Officer,,17,4,2,0,1
777,C217486,false,true,M,White,Captain of Police,,4,1,2,0,2
780,C241627,false,true,M,Hispanic,Sergeant of Police,107988,13,1,8,0,1
787,1043025,false,true,M,Hispanic,Police Officer / Explosives Detective Canine Handler,99978,5,1,2,0,2
790,C234815,false,true,M,Hispanic,Police Officer,,68,5,5,0,0
797,1085055,false,true,M,Hispanic,Police Officer,80016,15,2,12,0,0
798,C239957,false,true,M,Hispanic,Sergeant of Police,102960,3,1,2,0,5
825,C260482,false,true,M,Hispanic,Police Officer,78006,11,3,1,0,0
828,C182480,false,true,M,Hispanic,Police Officer Assigned Evidence Technician,90540,8,1,18,0,4
833,C195414,false,true,M,Black,Police Officer,96060,44,2,6,0,5
836,C220842,false,true,M,Black,Police Officer as Detective,103932,46,1,12,0,3
838,C186257,false,true,M,Black,Police Officer,,2,1,0,0,0
841,C115147,false,true,M,Black,Police Officer,,10,1,8,1,3
842,C170791,false,true,M,Black,Police Officer,,10,2,3,0,2
843,C171867,false,true,M,Black,Police Officer,86130,18,4,9,0,6
844,C223508,false,true,M,Black,Police Officer,,12,1,3,0,0
849,271108,false,true,M,Black,Police Officer,,25,1,0,0,0
850,282380,false,true,F,White,Police Officer,75816,18,3,2,0,0
852,C209186,false,true,M,Black,Police Officer,,11,3,3,0,2
854,C243934,false,true,M,White,Police Officer,93354,30,1,66,1,4
856,C201656,false,true,F,White,Police Officer as Detective,89646,11,1,0,0,1
860,C216989,false,true,M,Hispanic,Police Officer,,2,1,0,0,0
870,C220370,false,true,M,Hispanic,Sergeant of Police,,9,1,2,0,2
885,C230673,false,true,M,Hispanic,Police Officer as Detective,100980,36,1,15,0,2
887,308565,false,true,M,Hispanic,Sergeant of Police,104628,19,2,155,1,5
888,C213958,false,true,M,Black,Police Officer,93354,8,2,15,1,2
889,C204210,false,true,M,Black,Police Officer,80724,35,5,0,0,1
890,1025858,false,true,M,White,Sergeant of Police,107988,39,1,88,2,5
893,C169777,false,true,M,White,Police Officer,,1,1,1,0,0
902,C238914,false,true,M,Black,Police Officer,93354,24,3,10,0,1
903,C209453,false,true,F,Black,Police Officer,71682,23,4,0,0,0
908,C240306,false,true,F,Black,Police Officer,85278,13,4,0,0,0
909,C214834,false,true,M,Black,Police Officer,81252,21,4,0,0,0
910,287568,false,true,M,Black,Police Officer,96060,63,9,10,1,2
911,C220046,false,true,M,Black,Police Officer,93354,9,2,2,0,8
921,C218525,false,true,M,White,Police Officer,,2,1,12,1,0
923,C159184,false,true,M,Hispanic,Police Officer,69264,13,6,1,0,0
926,C211766,false,true,M,Black,Police Officer / Mounted Patrol Officer,,12,8,0,0,0
927,C206874,false,true,M,Black,Police Officer,,6,1,0,0,0
929,C228845,false,true,M,Black,Police Officer,,20,3,3,0,2
933,262781,false,true,M,Black,Police Officer,90024,49,6,123,0,2
944,C220046,false,true,M,White,Police Officer,,22,2,10,0,0
947,C179499,false,true,M,White,Police Officer,,5,4,1,0,0
949,C230827,false,true,M,Black,Explosives Tech I,110148,2,2,2,0,7
957,C171731,false,true,M,White,Police Officer Assigned Traffic Specialist,,6,1,0,0,0
964,C186194,false,true,F,Black,Sergeant of Police,82422,6,1,0,0,0
968,C205460,false,true,M,Black,Police Officer,92316,10,1,16,1,7
971,1008389,false,true,M,Hispanic,Police Officer,87006,7,1,25,1,1
974,C198924,false,true,M,Black,Police Officer,,6,5,9,1,3
976,C213115,false,true,F,Black,Police Officer as Detective,,10,1,0,0,1
979,C226701,false,true,M,White,Police Officer,75816,25,1,2,0,3
980,C236020,false,true,M,Black,Police Officer,,8,1,0,0,4
982,C203119,false,true,M,Hispanic,Sergeant of Police,110370,14,2,44,0,7
983,C190161,false,true,M,Hispanic,Police Officer,95106,22,3,22,0,8
984,1079498,false,true,M,Hispanic,Police Officer,87006,18,5,23,1,5
985,1046778,false,true,M,Hispanic,Police Officer,83706,54,14,30,0,0
997,C256551,false,true,M,Asian/Pacific,Sergeant of Police,107988,21,2,9,0,2
1003,C179944,false,true,F,White,Police Officer,,1,1,9,0,3
1004,C179944,false,true,M,White,Police Officer,69264,26,3,10,0,0
1005,C191179,false,true,M,White,Police Officer as Detective,82008,18,1,1,0,1
1012,C267075,false,true,M,Hispanic,Sergeant of Police,99960,27,4,2,0,0
1022,C198394,false,true,M,White,Police Officer,86130,22,3,15,0,4
1030,C195909,false,true,M,White,Police Officer,,9,2,9,1,3
1031,C245870,false,true,M,White,Police Officer,93354,3,1,8,0,4
1035,C217699,false,true,M,White,Police Forensic Investigator I,,1,1,1,0,0
1037,C255452,false,true,M,White,Police Officer,93354,70,1,61,0,6
1049,C255244,false,true,M,Hispanic,Police Officer,90024,12,3,16,0,1
1050,C164114,false,true,M,Hispanic,Police Officer,,1,1,0,0,0
1054,C241694,false,true,M,Hispanic,Police Officer,86130,38,1,9,0,1
1056,C195041,false,true,M,Hispanic,Police Officer / Field Training Officer,96060,83,11,51,1,4
1062,C227160,false,true,F,Black,Police Officer,96060,9,3,1,0,0
1063,C216853,false,true,M,White,Sergeant of Police,107988,47,1,194,0,4
1067,C185534,false,true,M,White,Police Officer,,2,2,0,0,0
1070,1026028,false,true,F,Hispanic,Police Officer,87006,3,2,28,0,4
1079,C222183,false,true,M,Black,Police Officer,96060,12,3,10,1,1
1082,C212482,false,true,F,Black,Police Officer Assign Youth Off,,2,2,0,0,0
1084,C216301,false,true,M,Black,Police Officer,95106,21,2,14,0,5
1088,C141139,false,true,M,Black,Police Officer,,1,1,9,1,3
1091,309602,false,true,M,Black,Police Officer,93354,46,3,20,0,1
1095,C253109,false,true,M,Black,Police Officer,,10,1,0,0,0
1096,C192031,false,true,M,Black,Police Officer as Detective,100884,16,1,3,0,2
1097,C185818,false,true,M,White,Lieutenant of Police,125190,21,2,8,0,6
1098,C229994,false,true,M,White,Police Officer,,4,1,0,0,0
1102,C202026,false,true,M,White,Police Officer as Detective,93192,14,1,1,0,0
1115,C201689,false,true,M,Black,Police Officer as Detective,,2,1,0,0,0
1118,C218335,false,true,F,Black,Police Officer (Per Arbitration Award),80400,1,1,0,0,0
1127,C227168,false,true,M,Black,Police Officer,93354,21,1,14,1,2
1133,C171617,false,true,M,Black,Police Officer,,6,2,0,0,0
1136,1081642,false,true,M,White,Police Officer,80016,9,1,32,0,1
1158,C218727,false,true,M,White,Police Officer,,3,1,0,0,0
1167,C231956,false,true,M,White,Police Officer,,7,1,0,0,1
1171,C235442,false,true,M,White,Police Officer,96060,16,1,8,0,3
1172,1077092,false,true,M,White,Police Officer,93354,58,2,67,0,6
1177,C251113,false,true,F,Hispanic,Police Officer Assigned Evidence Technician,82008,9,2,1,0,1
1179,C172843,false,true,M,Black,Police Officer,86130,35,2,0,1,1
1190,C223796,false,true,M,Black,Police Officer,75816,10,1,2,0,0
1196,C239504,false,true,F,Black,Police Officer,79926,16,6,1,0,0
1205,C220442,false,true,M,White,Police Officer,95106,13,2,6,0,4
1207,C245692,false,true,M,White,Police Officer,76476,9,1,2,0,0
1210,C256258,false,true,M,White,Police Officer,69264,15,3,4,0,0
1211,C216750,false,true,M,White,Lieutenant of Police,,18,3,6,0,1
1216,C153280,false,true,M,White,Police Officer,,3,1,2,0,1
1218,C241883,false,true,M,White,Sergeant of Police,,17,5,6,0,3
1219,C226578,false,true,M,White,Sergeant of Police,107988,34,5,20,0,14
1230,C233349,false,true,M,White,Police Officer,92316,15,2,1,0,1
1235,C247077,false,true,M,Black,Police Officer,90618,7,2,14,0,1
1240,C255696,false,true,M,Black,Police Officer,75816,31,5,3,0,0
1242,C235904,false,true,M,Black,Police Officer,92316,10,1,4,0,1
1243,C208727,false,true,M,White,Lieutenant of Police,,6,2,0,0,0
1244,C214835,false,true,M,Black,Police Officer,86130,9,1,6,0,4
1246,C210138,false,true,M,White,Police Officer,69264,4,1,1,0,0
1250,C210332,false,true,M,Black,Police Officer,,5,1,0,0,0
1251,C259047,false,true,M,White,Police Officer,,14,3,1,0,0
1254,C200986,false,true,M,Black,Captain of Police,,1,1,6,0,1
1257,1013335,false,true,M,White,Police Officer,87006,19,1,25,0,9
1276,C251712,false,true,M,Hispanic,Police Officer,,6,1,9,0,3
1277,310490,false,true,M,Hispanic,Police Officer,90024,31,2,49,0,4
1278,1026980,false,true,M,White,Police Officer,87006,15,1,49,0,6
1285,C193702,false,true,M,White,Police Officer as Detective,,4,1,0,0,1
1288,279762,false,true,M,White,Sergeant of Police,107988,39,3,23,0,11
1296,262187,false,true,F,Black,Police Officer,93354,24,1,12,0,4
1300,C179770,false,true,M,Black,Police Officer / Mounted Patrol Officer,,3,3,0,0,0
1301,C199262,false,true,M,White,Police Officer,,5,1,0,0,4
1302,C216921,false,true,M,Asian/Pacific,Police Officer,,1,1,2,0,0
1303,268036,false,true,M,White,Police Officer as Detective,100980,25,1,38,0,2
1304,273356,false,true,M,White,Police Officer,90024,30,1,63,1,4
1314,C233517,false,true,M,White,Police Officer as Detective,103932,23,1,10,0,5
1315,C221745,false,true,F,Black,Police Officer,,2,1,2,0,0
1316,C200724,false,true,M,White,Crossing Guard,111474,21,1,43,0,13
1318,C238317,false,true,M,White,Sergeant of Police,,4,1,10,0,0
1324,C233517,false,true,M,White,Police Officer,93354,25,1,14,0,2
1328,C185676,false,true,M,Black,Police Officer / Mounted Patrol Officer,,5,1,0,0,0
1331,C187541,false,true,M,White,Captain of Police,104742,11,2,15,0,4
1335,C257977,false,true,M,Black,Police Officer as Detective,93192,20,1,4,0,4
1336,C222282,false,true,M,Black,Sergeant of Police,111474,8,1,110,1,9
1339,C236215,false,true,M,Black,Police Officer,,7,2,0,0,0
1344,C261944,false,true,M,Black,Police Officer,90024,41,6,31,0,4
1345,1002011,false,true,M,White,Police Officer,90618,21,2,35,0,1
1348,C238600,false,true,M,White,Police Officer,,4,2,2,0,0
1349,1036570,false,true,M,White,Police Officer,87006,9,1,40,1,6
1355,C180173,false,true,M,White,Police Officer,,8,1,0,0,4
1357,C197857,false,true,M,Black,Police Officer,,16,3,1,0,1
1358,C208547,false,true,M,Black,Police Officer,,9,2,6,0,1
1360,C172317,false,true,F,Black,Police Officer,81252,10,1,1,0,0
1361,C238763,false,true,F,Black,Police Officer,93240,2,1,2,0,1
1362,C251539,false,true,M,White,Police Officer,,2,1,2,0,0
1364,1081578,false,true,M,White,Police Officer,90024,14,2,9,0,11
1365,C194356,false,true,M,Black,Police Officer,,5,3,3,0,0
1367,C228582,false,true,M,Black,Police Officer,,7,1,4,0,4
1369,C185432,false,true,F,Black,Sergeant of Police,99756,7,1,4,0,0
1376,1015081,false,true,F,White,Police Officer,80724,16,1,6,0,2
1379,C179600,false,true,M,White,Police Officer,,3,3,2,0,0
1385,C181019,false,true,M,Hispanic,Police Officer Assign Youth Off,100884,14,1,0,0,1
1410,C230789,false,true,M,White,Police Officer,62742,6,1,8,0,0
1413,C260371,false,true,M,Hispanic,Police Officer,90024,8,2,10,0,13
1415,C183298,false,true,M,Hispanic,Police Officer Assign Youth Off,67326,5,1,2,0,1
1416,C189442,false,true,M,Hispanic,Police Officer as Detective,,14,1,0,0,0
1420,C254601,false,true,M,Hispanic,Police Officer,96060,49,1,43,0,1
1422,265874,false,true,F,Black,Police Officer,70656,5,1,6,0,8
1423,C191429,false,true,M,White,Sergeant of Police,111474,20,2,17,0,1
1427,1015405,false,true,M,Hispanic,Police Officer,45732,7,1,16,0,0
1433,C215306,false,true,M,White,Sergeant of Police,,12,2,0,0,0
1435,C200046,false,true,F,White,Police Officer,95106,12,3,10,0,0
1438,C207558,false,true,M,White,Sergeant of Police,82422,11,1,3,0,0
1440,C238959,false,true,M,White,Police Officer,93354,28,2,32,0,8
1454,C205516,false,true,M,White,Police Officer,,3,1,0,0,4
1462,C181174,false,true,M,White,Police Officer,83604,18,8,1,0,0
1467,C244203,false,true,M,White,Police Officer,,7,2,2,0,1
1474,C197540,false,true,F,White,Lieutenant of Police,87198,13,2,2,0,1
1475,C205580,false,true,M,White,Captain of Police,,7,2,1,0,1
1482,C182320,false,true,M,White,Police Officer,69264,4,1,2,0,0
1492,C197888,false,true,F,Hispanic,Police Officer,,9,2,0,0,0
1506,C188869,false,true,M,Hispanic,Police Officer,86130,15,3,2,0,3
1509,C180529,false,true,M,Black,Sergeant of Police,109278,34,2,10,0,4
1511,264810,false,true,M,Black,Police Officer,96060,35,6,12,1,6
1512,C232807,false,true,F,Black,Police Officer,83706,13,1,1,0,1
1515,C154501,false,true,M,Black,Police Officer,,8,3,0,0,0
1516,C262781,false,true,M,Black,Police Officer,93354,8,2,10,0,4
1518,C243090,false,true,F,Black,Police Officer,,9,2,0,0,0
1523,C200639,false,true,M,White,Police Officer,74328,10,1,1,0,0
1530,C255775,false,true,M,White,Police Officer,80736,3,1,5,0,0
1531,C230171,false,true,M,White,Police Officer,83706,66,3,3,0,1
1542,C252405,false,true,M,Black,Sergeant of Police,,2,1,0,0,0
1550,306661,false,true,M,Black,Police Officer,93240,19,2,8,0,5
1551,C172983,false,true,M,White,Police Officer,,2,1,0,0,0
1559,C249571,false,true,M,Hispanic,Police Officer,93354,14,2,12,0,1
1566,C171575,false,true,M,White,Police Officer,,3,2,2,0,1
1572,C211980,false,true,M,White,Police Officer,75816,21,1,5,0,1
1573,276645,false,true,M,White,Sergeant of Police,104628,19,2,36,2,1
1575,C187844,false,true,M,White,Captain of Police,170112,8,1,13,0,5
1579,C215568,false,true,M,Black,Police Officer,95106,5,3,8,0,15
1581,1024366,false,true,M,White,Police Officer,87006,4,1,61,0,2
1589,C202715,false,true,M,Black,Police Officer,,6,3,1,0,0
1595,C227989,false,true,M,Black,Police Officer,58572,19,2,1,0,0
1598,C266266,false,true,M,Black,Police Officer as Detective,100980,11,3,5,0,2
