src,dst,relationship
6315,22301,C182480
6315,23418,C182480
6315,23447,C182480
6315,24226,C182480
6315,24251,C182480
6315,24677,C182480
6315,24716,C182480
6315,25049,C182480
6315,26246,C182480
6315,26280,C182480
6315,26863,C182480
6315,27175,C182480
6315,27951,C182480
6315,28255,C182480
6315,28439,C182480
6315,28459,C182480
6315,28477,C182480
6315,29044,C182480
6315,30164,C182480
6315,30239,C182480
6315,30466,C182480
6315,30849,C182480
6315,30918,C182480
6315,30952,C182480
6315,31167,C182480
6315,31341,C182480
6315,32074,C182480
6346,79,C182480
6346,127,C182480
6346,200,C182480
6346,368,C182480
6346,381,C182480
6346,828,C182480
6346,2087,C182480
6346,2261,C182480
6346,2369,C182480
6346,2734,C182480
6346,2941,C182480
6346,3033,C182480
6346,3159,C182480
6346,3220,C182480
6346,3849,C182480
6346,4844,C182480
6346,5577,C182480
6346,6158,C182480
6346,6315,C182480
6346,6664,C182480
6346,6747,C182480
6346,6748,C182480
6346,7000,C182480
6346,8036,C182480
6346,8773,C182480
6346,8916,C182480
6346,9215,C182480
6346,10457,C182480
6346,10498,C182480
6346,10701,C182480
6346,10735,C182480
6346,11530,C182480
6346,11580,C182480
6346,11653,C182480
6346,12247,C182480
6346,12585,C182480
6346,12740,C182480
6346,12751,C182480
6346,13231,C182480
6346,13621,C182480
6346,13740,C182480
6346,14517,C182480
6346,15112,C182480
6346,15666,C182480
6346,17255,C182480
6346,17469,C182480
6346,17492,C182480
6346,17534,C182480
6346,17730,C182480
6346,18020,C182480
6346,18149,C182480
6346,19279,C182480
6346,19518,C182480
6346,19856,C182480
6346,19929,C182480
6346,20582,C182480
6346,20840,C182480
6346,21213,C182480
6346,21723,C182480
6346,21988,C182480
6346,22301,C182480
6346,23418,C182480
6346,23447,C182480
6346,24226,C182480
6346,24251,C182480
6346,24677,C182480
6346,24716,C182480
6346,25049,C182480
6346,26246,C182480
6346,26280,C182480
6346,26863,C182480
6346,27175,C182480
6346,27951,C182480
6346,28255,C182480
6346,28439,C182480
6346,28459,C182480
6346,28477,C182480
6346,29044,C182480
6346,30164,C182480
6346,30239,C182480
6346,30466,C182480
6346,30849,C182480
6346,30918,C182480
6346,30952,C182480
6346,31167,C182480
6346,31341,C182480
6346,32074,C182480
6664,79,C182480
6664,127,C182480
6664,200,C182480
6664,368,C182480
6664,381,C182480
6664,828,C182480
6664,2087,C182480
6664,2261,C182480
6664,2369,C182480
6664,2734,C182480
6664,2941,C182480
6664,3033,C182480
6664,3159,C182480
6664,3220,C182480
6664,3849,C182480
6664,4844,C182480
6664,5577,C182480
6664,6158,C182480
6664,6315,C182480
6664,6346,C182480
6664,6747,C182480
6664,6748,C182480
6664,7000,C182480
6664,8036,C182480
6664,8773,C182480
6664,8916,C182480
6664,9215,C182480
6664,10457,C182480
6664,10498,C182480
6664,10701,C182480
6664,10735,C182480
6664,11530,C182480
6664,11580,C182480
6664,11653,C182480
6664,12247,C182480
6664,12585,C182480
6664,12740,C182480
6664,12751,C182480
6664,13231,C182480
6664,13621,C182480
6664,13740,C182480
6664,14517,C182480
6664,15112,C182480
6664,15666,C182480
6664,17255,C182480
6664,17469,C182480
6664,17492,C182480
6664,17534,C182480
6664,17730,C182480
6664,18020,C182480
6664,18149,C182480
6664,19279,C182480
6664,19518,C182480
6664,19856,C182480
6664,19929,C182480
6664,20582,C182480
6664,20840,C182480
6664,21213,C182480
6664,21723,C182480
6664,21988,C182480
6664,22301,C182480
6664,23418,C182480
6664,23447,C182480
6664,24226,C182480
6664,24251,C182480
6664,24677,C182480
6664,24716,C182480
6664,25049,C182480
6664,26246,C182480
6664,26280,C182480
6664,26863,C182480
6664,27175,C182480
6664,27951,C182480
6664,28255,C182480
6664,28439,C182480
6664,28459,C182480
6664,28477,C182480
6664,29044,C182480
6664,30164,C182480
6664,30239,C182480
6664,30466,C182480
6664,30849,C182480
6664,30918,C182480
6664,30952,C182480
6664,31167,C182480
6664,31341,C182480
6664,32074,C182480
6747,79,C182480
6747,127,C182480
6747,200,C182480
6747,368,C182480
6747,381,C182480
6747,828,C182480
6747,2087,C182480
6747,2261,C182480
6747,2369,C182480
6747,2734,C182480
6747,2941,C182480
6747,3033,C182480
6747,3159,C182480
6747,3220,C182480
6747,3849,C182480
6747,4844,C182480
6747,5577,C182480
6747,6158,C182480
6747,6315,C182480
6747,6346,C182480
6747,6664,C182480
6747,6748,C182480
6747,7000,C182480
6747,8036,C182480
6747,8773,C182480
6747,8916,C182480
6747,9215,C182480
6747,10457,C182480
6747,10498,C182480
6747,10701,C182480
6747,10735,C182480
6747,11530,C182480
6747,11580,C182480
6747,11653,C182480
6747,12247,C182480
6747,12585,C182480
6747,12740,C182480
6747,12751,C182480
6747,13231,C182480
6747,13621,C182480
6747,13740,C182480
6747,14517,C182480
6747,15112,C182480
6747,15666,C182480
6747,17255,C182480
6747,17469,C182480
6747,17492,C182480
6747,17534,C182480
6747,17730,C182480
6747,18020,C182480
6747,18149,C182480
6747,19279,C182480
6747,19518,C182480
6747,19856,C182480
6747,19929,C182480
6747,20582,C182480
6747,20840,C182480
6747,21213,C182480
6747,21723,C182480
6747,21988,C182480
6747,22301,C182480
6747,23418,C182480
6747,23447,C182480
6747,24226,C182480
6747,24251,C182480
6747,24677,C182480
6747,24716,C182480
6747,25049,C182480
6747,26246,C182480
6747,26280,C182480
6747,26863,C182480
6747,27175,C182480
6747,27951,C182480
6747,28255,C182480
6747,28439,C182480
6747,28459,C182480
6747,28477,C182480
6747,29044,C182480
6747,30164,C182480
6747,30239,C182480
6747,30466,C182480
6747,30849,C182480
6747,30918,C182480
6747,30952,C182480
6747,31167,C182480
6747,31341,C182480
6747,32074,C182480
6748,79,C182480
6748,127,C182480
6748,200,C182480
6748,368,C182480
6748,381,C182480
6748,828,C182480
6748,2087,C182480
6748,2261,C182480
6748,2369,C182480
6748,2734,C182480
6748,2941,C182480
6748,3033,C182480
6748,3159,C182480
6748,3220,C182480
6748,3849,C182480
6748,4844,C182480
6748,5577,C182480
6748,6158,C182480
6748,6315,C182480
6748,6346,C182480
6748,6664,C182480
6748,6747,C182480
6748,7000,C182480
6748,8036,C182480
6748,8773,C182480
6748,8916,C182480
6748,9215,C182480
6748,10457,C182480
6748,10498,C182480
6748,10701,C182480
6748,10735,C182480
6748,11530,C182480
6748,11580,C182480
6748,11653,C182480
6748,12247,C182480
6748,12585,C182480
6748,12740,C182480
6748,12751,C182480
6748,13231,C182480
6748,13621,C182480
6748,13740,C182480
6748,14517,C182480
6748,15112,C182480
6748,15666,C182480
6748,17255,C182480
6748,17469,C182480
6748,17492,C182480
6748,17534,C182480
6748,17730,C182480
6748,18020,C182480
6748,18149,C182480
6748,19279,C182480
6748,19518,C182480
6748,19856,C182480
6748,19929,C182480
6748,20582,C182480
6748,20840,C182480
6748,21213,C182480
6748,21723,C182480
6748,21988,C182480
6748,22301,C182480
6748,23418,C182480
6748,23447,C182480
6748,24226,C182480
6748,24251,C182480
6748,24677,C182480
6748,24716,C182480
6748,25049,C182480
6748,26246,C182480
6748,26280,C182480
6748,26863,C182480
6748,27175,C182480
6748,27951,C182480
6748,28255,C182480
6748,28439,C182480
6748,28459,C182480
6748,28477,C182480
6748,29044,C182480
6748,30164,C182480
6748,30239,C182480
6748,30466,C182480
6748,30849,C182480
6748,30918,C182480
6748,30952,C182480
6748,31167,C182480
6748,31341,C182480
6748,32074,C182480
7000,79,C182480
7000,127,C182480
7000,200,C182480
7000,368,C182480
7000,381,C182480
7000,828,C182480
7000,2087,C182480
7000,2261,C182480
7000,2369,C182480
7000,2734,C182480
7000,2941,C182480
7000,3033,C182480
7000,3159,C182480
7000,3220,C182480
7000,3849,C182480
7000,4844,C182480
7000,5577,C182480
7000,6158,C182480
7000,6315,C182480
7000,6346,C182480
7000,6664,C182480
7000,6747,C182480
7000,6748,C182480
7000,8036,C182480
7000,8773,C182480
7000,8916,C182480
7000,9215,C182480
7000,10457,C182480
7000,10498,C182480
7000,10701,C182480
7000,10735,C182480
7000,11530,C182480
7000,11580,C182480
7000,11653,C182480
7000,12247,C182480
7000,12585,C182480
7000,12740,C182480
7000,12751,C182480
7000,13231,C182480
7000,13621,C182480
7000,13740,C182480
7000,14517,C182480
7000,15112,C182480
7000,15666,C182480
7000,17255,C182480
7000,17469,C182480
7000,17492,C182480
7000,17534,C182480
7000,17730,C182480
7000,18020,C182480
7000,18149,C182480
7000,19279,C182480
7000,19518,C182480
7000,19856,C182480
7000,19929,C182480
7000,20582,C182480
7000,20840,C182480
7000,21213,C182480
7000,21723,C182480
7000,21988,C182480
7000,22301,C182480
7000,23418,C182480
7000,23447,C182480
7000,24226,C182480
7000,24251,C182480
7000,24677,C182480
7000,24716,C182480
7000,25049,C182480
7000,26246,C182480
7000,26280,C182480
7000,26863,C182480
7000,27175,C182480
7000,27951,C182480
7000,28255,C182480
7000,28439,C182480
7000,28459,C182480
7000,28477,C182480
7000,29044,C182480
7000,30164,C182480
7000,30239,C182480
7000,30466,C182480
7000,30849,C182480
7000,30918,C182480
7000,30952,C182480
7000,31167,C182480
7000,31341,C182480
7000,32074,C182480
8036,79,C182480
8036,127,C182480
8036,200,C182480
8036,368,C182480
8036,381,C182480
8036,828,C182480
8036,2087,C182480
8036,2261,C182480
8036,2369,C182480
8036,2734,C182480
8036,2941,C182480
8036,3033,C182480
8036,3159,C182480
8036,3220,C182480
8036,3849,C182480
8036,4844,C182480
8036,5577,C182480
8036,6158,C182480
8036,6315,C182480
8036,6346,C182480
8036,6664,C182480
8036,6747,C182480
8036,6748,C182480
8036,7000,C182480
8036,8773,C182480
8036,8916,C182480
8036,9215,C182480
8036,10457,C182480
8036,10498,C182480
8036,10701,C182480
8036,10735,C182480
8036,11530,C182480
8036,11580,C182480
8036,11653,C182480
8036,12247,C182480
8036,12585,C182480
8036,12740,C182480
8036,12751,C182480
8036,13231,C182480
8036,13621,C182480
8036,13740,C182480
8036,14517,C182480
8036,15112,C182480
8036,15666,C182480
8036,17255,C182480
8036,17469,C182480
8036,17492,C182480
8036,17534,C182480
8036,17730,C182480
8036,18020,C182480
8036,18149,C182480
8036,19279,C182480
8036,19518,C182480
8036,19856,C182480
8036,19929,C182480
8036,20582,C182480
8036,20840,C182480
8036,21213,C182480
8036,21723,C182480
8036,21988,C182480
8036,22301,C182480
8036,23418,C182480
8036,23447,C182480
8036,24226,C182480
8036,24251,C182480
8036,24677,C182480
8036,24716,C182480
8036,25049,C182480
8036,26246,C182480
8036,26280,C182480
8036,26863,C182480
8036,27175,C182480
8036,27951,C182480
8036,28255,C182480
8036,28439,C182480
8036,28459,C182480
8036,28477,C182480
8036,29044,C182480
8036,30164,C182480
8036,30239,C182480
8036,30466,C182480
8036,30849,C182480
8036,30918,C182480
8036,30952,C182480
8036,31167,C182480
8036,31341,C182480
8036,32074,C182480
8773,79,C182480
8773,127,C182480
8773,200,C182480
8773,368,C182480
8773,381,C182480
8773,828,C182480
8773,2087,C182480
8773,2261,C182480
8773,2369,C182480
8773,2734,C182480
8773,2941,C182480
8773,3033,C182480
8773,3159,C182480
8773,3220,C182480
8773,3849,C182480
8773,4844,C182480
8773,5577,C182480
8773,6158,C182480
8773,6315,C182480
8773,6346,C182480
8773,6664,C182480
8773,6747,C182480
8773,6748,C182480
8773,7000,C182480
8773,8036,C182480
8773,8916,C182480
8773,9215,C182480
8773,10457,C182480
8773,10498,C182480
8773,10701,C182480
8773,10735,C182480
8773,11530,C182480
8773,11580,C182480
8773,11653,C182480
8773,12247,C182480
8773,12585,C182480
8773,12740,C182480
8773,12751,C182480
8773,13231,C182480
8773,13621,C182480
8773,13740,C182480
8773,14517,C182480
8773,15112,C182480
8773,15666,C182480
8773,17255,C182480
8773,17469,C182480
8773,17492,C182480
8773,17534,C182480
8773,17730,C182480
8773,18020,C182480
8773,18149,C182480
8773,19279,C182480
8773,19518,C182480
8773,19856,C182480
8773,19929,C182480
8773,20582,C182480
8773,20840,C182480
8773,21213,C182480
8773,21723,C182480
8773,21988,C182480
8773,22301,C182480
8773,23418,C182480
8773,23447,C182480
8773,24226,C182480
8773,24251,C182480
8773,24677,C182480
8773,24716,C182480
8773,25049,C182480
8773,26246,C182480
8773,26280,C182480
8773,26863,C182480
8773,27175,C182480
8773,27951,C182480
8773,28255,C182480
8773,28439,C182480
8773,28459,C182480
8773,28477,C182480
8773,29044,C182480
8773,30164,C182480
8773,30239,C182480
8773,30466,C182480
8773,30849,C182480
8773,30918,C182480
8773,30952,C182480
8773,31167,C182480
8773,31341,C182480
8773,32074,C182480
8916,79,C182480
8916,127,C182480
8916,200,C182480
8916,368,C182480
8916,381,C182480
8916,828,C182480
8916,2087,C182480
8916,2261,C182480
8916,2369,C182480
8916,2734,C182480
8916,2941,C182480
8916,3033,C182480
8916,3159,C182480
8916,3220,C182480
8916,3849,C182480
8916,4844,C182480
8916,5577,C182480
8916,6158,C182480
8916,6315,C182480
8916,6346,C182480
8916,6664,C182480
8916,6747,C182480
8916,6748,C182480
8916,7000,C182480
8916,8036,C182480
8916,8773,C182480
8916,9215,C182480
8916,10457,C182480
8916,10498,C182480
8916,10701,C182480
8916,10735,C182480
8916,11530,C182480
8916,11580,C182480
8916,11653,C182480
8916,12247,C182480
8916,12585,C182480
8916,12740,C182480
8916,12751,C182480
8916,13231,C182480
8916,13621,C182480
8916,13740,C182480
8916,14517,C182480
8916,15112,C182480
8916,15666,C182480
8916,17255,C182480
8916,17469,C182480
8916,17492,C182480
8916,17534,C182480
8916,17730,C182480
8916,18020,C182480
8916,18149,C182480
8916,19279,C182480
8916,19518,C182480
8916,19856,C182480
8916,19929,C182480
8916,20582,C182480
8916,20840,C182480
8916,21213,C182480
8916,21723,C182480
8916,21988,C182480
8916,22301,C182480
8916,23418,C182480
8916,23447,C182480
8916,24226,C182480
8916,24251,C182480
8916,24677,C182480
8916,24716,C182480
8916,25049,C182480
8916,26246,C182480
8916,26280,C182480
8916,26863,C182480
8916,27175,C182480
8916,27951,C182480
8916,28255,C182480
8916,28439,C182480
8916,28459,C182480
8916,28477,C182480
8916,29044,C182480
8916,30164,C182480
8916,30239,C182480
8916,30466,C182480
8916,30849,C182480
8916,30918,C182480
8916,30952,C182480
8916,31167,C182480
8916,31341,C182480
8916,32074,C182480
9215,79,C182480
9215,127,C182480
9215,200,C182480
9215,368,C182480
9215,381,C182480
9215,828,C182480
9215,2087,C182480
9215,2261,C182480
9215,2369,C182480
9215,2734,C182480
9215,2941,C182480
9215,3033,C182480
9215,3159,C182480
9215,3220,C182480
9215,3849,C182480
9215,4844,C182480
9215,5577,C182480
9215,6158,C182480
9215,6315,C182480
9215,6346,C182480
9215,6664,C182480
9215,6747,C182480
9215,6748,C182480
9215,7000,C182480
9215,8036,C182480
9215,8773,C182480
9215,8916,C182480
9215,10457,C182480
9215,10498,C182480
9215,10701,C182480
9215,10735,C182480
9215,11530,C182480
9215,11580,C182480
9215,11653,C182480
9215,12247,C182480
9215,12585,C182480
9215,12740,C182480
9215,12751,C182480
9215,13231,C182480
9215,13621,C182480
9215,13740,C182480
9215,14517,C182480
9215,15112,C182480
9215,15666,C182480
9215,17255,C182480
9215,17469,C182480
9215,17492,C182480
9215,17534,C182480
9215,17730,C182480
9215,18020,C182480
9215,18149,C182480
9215,19279,C182480
9215,19518,C182480
9215,19856,C182480
9215,19929,C182480
9215,20582,C182480
9215,20840,C182480
9215,21213,C182480
9215,21723,C182480
9215,21988,C182480
9215,22301,C182480
9215,23418,C182480
9215,23447,C182480
9215,24226,C182480
9215,24251,C182480
9215,24677,C182480
9215,24716,C182480
9215,25049,C182480
9215,26246,C182480
9215,26280,C182480
9215,26863,C182480
9215,27175,C182480
9215,27951,C182480
9215,28255,C182480
9215,28439,C182480
9215,28459,C182480
9215,28477,C182480
9215,29044,C182480
9215,30164,C182480
9215,30239,C182480
9215,30466,C182480
9215,30849,C182480
9215,30918,C182480
9215,30952,C182480
9215,31167,C182480
9215,31341,C182480
9215,32074,C182480
10457,79,C182480
10457,127,C182480
10457,200,C182480
10457,368,C182480
10457,381,C182480
10457,828,C182480
10457,2087,C182480
10457,2261,C182480
10457,2369,C182480
10457,2734,C182480
10457,2941,C182480
10457,3033,C182480
10457,3159,C182480
10457,3220,C182480
10457,3849,C182480
10457,4844,C182480
10457,5577,C182480
10457,6158,C182480
10457,6315,C182480
10457,6346,C182480
10457,6664,C182480
10457,6747,C182480
10457,6748,C182480
10457,7000,C182480
10457,8036,C182480
10457,8773,C182480
10457,8916,C182480
10457,9215,C182480
10457,10498,C182480
10457,10701,C182480
10457,10735,C182480
10457,11530,C182480
10457,11580,C182480
10457,11653,C182480
10457,12247,C182480
10457,12585,C182480
10457,12740,C182480
10457,12751,C182480
10457,13231,C182480
10457,13621,C182480
10457,13740,C182480
10457,14517,C182480
10457,15112,C182480
10457,15666,C182480
10457,17255,C182480
10457,17469,C182480
10457,17492,C182480
10457,17534,C182480
10457,17730,C182480
10457,18020,C182480
10457,18149,C182480
10457,19279,C182480
10457,19518,C182480
10457,19856,C182480
10457,19929,C182480
10457,20582,C182480
10457,20840,C182480
10457,21213,C182480
10457,21723,C182480
10457,21988,C182480
10457,22301,C182480
10457,23418,C182480
10457,23447,C182480
10457,24226,C182480
10457,24251,C182480
10457,24677,C182480
10457,24716,C182480
10457,25049,C182480
10457,26246,C182480
10457,26280,C182480
10457,26863,C182480
10457,27175,C182480
10457,27951,C182480
10457,28255,C182480
10457,28439,C182480
10457,28459,C182480
10457,28477,C182480
10457,29044,C182480
10457,30164,C182480
10457,30239,C182480
10457,30466,C182480
10457,30849,C182480
10457,30918,C182480
10457,30952,C182480
10457,31167,C182480
10457,31341,C182480
10457,32074,C182480
10498,79,C182480
10498,127,C182480
10498,200,C182480
10498,368,C182480
10498,381,C182480
10498,828,C182480
10498,2087,C182480
10498,2261,C182480
10498,2369,C182480
10498,2734,C182480
10498,2941,C182480
10498,3033,C182480
10498,3159,C182480
10498,3220,C182480
10498,3849,C182480
10498,4844,C182480
10498,5577,C182480
10498,6158,C182480
10498,6315,C182480
10498,6346,C182480
10498,6664,C182480
10498,6747,C182480
10498,6748,C182480
10498,7000,C182480
10498,8036,C182480
10498,8773,C182480
10498,8916,C182480
10498,9215,C182480
10498,10457,C182480
10498,10701,C182480
10498,10735,C182480
10498,11530,C182480
10498,11580,C182480
10498,11653,C182480
10498,12247,C182480
10498,12585,C182480
10498,12740,C182480
10498,12751,C182480
10498,13231,C182480
10498,13621,C182480
10498,13740,C182480
10498,14517,C182480
10498,15112,C182480
10498,15666,C182480
10498,17255,C182480
10498,17469,C182480
10498,17492,C182480
10498,17534,C182480
10498,17730,C182480
10498,18020,C182480
10498,18149,C182480
10498,19279,C182480
10498,19518,C182480
10498,19856,C182480
10498,19929,C182480
10498,20582,C182480
10498,20840,C182480
10498,21213,C182480
10498,21723,C182480
10498,21988,C182480
10498,22301,C182480
10498,23418,C182480
10498,23447,C182480
10498,24226,C182480
10498,24251,C182480
10498,24677,C182480
10498,24716,C182480
10498,25049,C182480
10498,26246,C182480
10498,26280,C182480
10498,26863,C182480
10498,27175,C182480
10498,27951,C182480
10498,28255,C182480
10498,28439,C182480
10498,28459,C182480
10498,28477,C182480
10498,29044,C182480
10498,30164,C182480
10498,30239,C182480
10498,30466,C182480
10498,30849,C182480
10498,30918,C182480
10498,30952,C182480
10498,31167,C182480
10498,31341,C182480
10498,32074,C182480
10701,79,C182480
10701,127,C182480
10701,200,C182480
10701,368,C182480
10701,381,C182480
10701,828,C182480
10701,2087,C182480
10701,2261,C182480
10701,2369,C182480
10701,2734,C182480
10701,2941,C182480
10701,3033,C182480
10701,3159,C182480
10701,3220,C182480
10701,3849,C182480
10701,4844,C182480
10701,5577,C182480
10701,6158,C182480
10701,6315,C182480
10701,6346,C182480
10701,6664,C182480
10701,6747,C182480
10701,6748,C182480
10701,7000,C182480
10701,8036,C182480
10701,8773,C182480
10701,8916,C182480
10701,9215,C182480
10701,10457,C182480
10701,10498,C182480
10701,10735,C182480
10701,11530,C182480
10701,11580,C182480
10701,11653,C182480
10701,12247,C182480
10701,12585,C182480
10701,12740,C182480
10701,12751,C182480
10701,13231,C182480
10701,13621,C182480
10701,13740,C182480
10701,14517,C182480
10701,15112,C182480
10701,15666,C182480
10701,17255,C182480
10701,17469,C182480
10701,17492,C182480
10701,17534,C182480
10701,17730,C182480
10701,18020,C182480
10701,18149,C182480
10701,19279,C182480
10701,19518,C182480
10701,19856,C182480
10701,19929,C182480
10701,20582,C182480
10701,20840,C182480
10701,21213,C182480
10701,21723,C182480
10701,21988,C182480
10701,22301,C182480
10701,23418,C182480
10701,23447,C182480
10701,24226,C182480
10701,24251,C182480
10701,24677,C182480
10701,24716,C182480
10701,25049,C182480
10701,26246,C182480
10701,26280,C182480
10701,26863,C182480
10701,27175,C182480
10701,27951,C182480
10701,28255,C182480
10701,28439,C182480
10701,28459,C182480
10701,28477,C182480
10701,29044,C182480
10701,30164,C182480
10701,30239,C182480
10701,30466,C182480
10701,30849,C182480
10701,30918,C182480
10701,30952,C182480
10701,31167,C182480
10701,31341,C182480
10701,32074,C182480
10735,79,C182480
10735,127,C182480
10735,200,C182480
10735,368,C182480
10735,381,C182480
10735,828,C182480
10735,2087,C182480
10735,2261,C182480
10735,2369,C182480
10735,2734,C182480
10735,2941,C182480
10735,3033,C182480
10735,3159,C182480
10735,3220,C182480
10735,3849,C182480
10735,4844,C182480
10735,5577,C182480
10735,6158,C182480
10735,6315,C182480
10735,6346,C182480
10735,6664,C182480
10735,6747,C182480
10735,6748,C182480
10735,7000,C182480
10735,8036,C182480
10735,8773,C182480
10735,8916,C182480
10735,9215,C182480
10735,10457,C182480
10735,10498,C182480
10735,10701,C182480
10735,11530,C182480
10735,11580,C182480
10735,11653,C182480
10735,12247,C182480
10735,12585,C182480
10735,12740,C182480
10735,12751,C182480
10735,13231,C182480
10735,13621,C182480
10735,13740,C182480
10735,14517,C182480
10735,15112,C182480
10735,15666,C182480
10735,17255,C182480
10735,17469,C182480
10735,17492,C182480
10735,17534,C182480
10735,17730,C182480
10735,18020,C182480
10735,18149,C182480
10735,19279,C182480
10735,19518,C182480
10735,19856,C182480
10735,19929,C182480
10735,20582,C182480
10735,20840,C182480
10735,21213,C182480
10735,21723,C182480
10735,21988,C182480
10735,22301,C182480
10735,23418,C182480
10735,23447,C182480
10735,24226,C182480
10735,24251,C182480
10735,24677,C182480
10735,24716,C182480
10735,25049,C182480
10735,26246,C182480
10735,26280,C182480
10735,26863,C182480
10735,27175,C182480
10735,27951,C182480
10735,28255,C182480
10735,28439,C182480
10735,28459,C182480
10735,28477,C182480
10735,29044,C182480
10735,30164,C182480
10735,30239,C182480
10735,30466,C182480
10735,30849,C182480
10735,30918,C182480
10735,30952,C182480
10735,31167,C182480
10735,31341,C182480
10735,32074,C182480
11530,79,C182480
11530,127,C182480
11530,200,C182480
11530,368,C182480
11530,381,C182480
11530,828,C182480
11530,2087,C182480
11530,2261,C182480
11530,2369,C182480
11530,2734,C182480
11530,2941,C182480
11530,3033,C182480
11530,3159,C182480
11530,3220,C182480
11530,3849,C182480
11530,4844,C182480
11530,5577,C182480
11530,6158,C182480
11530,6315,C182480
11530,6346,C182480
11530,6664,C182480
11530,6747,C182480
11530,6748,C182480
11530,7000,C182480
11530,8036,C182480
11530,8773,C182480
11530,8916,C182480
11530,9215,C182480
11530,10457,C182480
11530,10498,C182480
11530,10701,C182480
11530,10735,C182480
11530,11580,C182480
11530,11653,C182480
11530,12247,C182480
11530,12585,C182480
11530,12740,C182480
11530,12751,C182480
11530,13231,C182480
11530,13621,C182480
11530,13740,C182480
11530,14517,C182480
11530,15112,C182480
11530,15666,C182480
11530,17255,C182480
11530,17469,C182480
11530,17492,C182480
11530,17534,C182480
11530,17730,C182480
11530,18020,C182480
11530,18149,C182480
11530,19279,C182480
11530,19518,C182480
11530,19856,C182480
11530,19929,C182480
11530,20582,C182480
11530,20840,C182480
11530,21213,C182480
11530,21723,C182480
11530,21988,C182480
11530,22301,C182480
11530,23418,C182480
11530,23447,C182480
11530,24226,C182480
11530,24251,C182480
11530,24677,C182480
11530,24716,C182480
11530,25049,C182480
11530,26246,C182480
11530,26280,C182480
11530,26863,C182480
11530,27175,C182480
11530,27951,C182480
11530,28255,C182480
11530,28439,C182480
11530,28459,C182480
11530,28477,C182480
11530,29044,C182480
11530,30164,C182480
11530,30239,C182480
11530,30466,C182480
11530,30849,C182480
11530,30918,C182480
11530,30952,C182480
11530,31167,C182480
11530,31341,C182480
11530,32074,C182480
11580,79,C182480
11580,127,C182480
11580,200,C182480
11580,368,C182480
11580,381,C182480
11580,828,C182480
11580,2087,C182480
11580,2261,C182480
11580,2369,C182480
11580,2734,C182480
11580,2941,C182480
11580,3033,C182480
11580,3159,C182480
11580,3220,C182480
11580,3849,C182480
11580,4844,C182480
11580,5577,C182480
11580,6158,C182480
11580,6315,C182480
11580,6346,C182480
11580,6664,C182480
11580,6747,C182480
11580,6748,C182480
11580,7000,C182480
11580,8036,C182480
11580,8773,C182480
11580,8916,C182480
11580,9215,C182480
11580,10457,C182480
11580,10498,C182480
11580,10701,C182480
11580,10735,C182480
11580,11530,C182480
11580,11653,C182480
11580,12247,C182480
11580,12585,C182480
11580,12740,C182480
11580,12751,C182480
11580,13231,C182480
11580,13621,C182480
11580,13740,C182480
11580,14517,C182480
11580,15112,C182480
11580,15666,C182480
11580,17255,C182480
11580,17469,C182480
11580,17492,C182480
11580,17534,C182480
11580,17730,C182480
11580,18020,C182480
11580,18149,C182480
11580,19279,C182480
11580,19518,C182480
11580,19856,C182480
11580,19929,C182480
11580,20582,C182480
11580,20840,C182480
11580,21213,C182480
11580,21723,C182480
11580,21988,C182480
11580,22301,C182480
11580,23418,C182480
11580,23447,C182480
11580,24226,C182480
11580,24251,C182480
11580,24677,C182480
11580,24716,C182480
11580,25049,C182480
11580,26246,C182480
11580,26280,C182480
11580,26863,C182480
11580,27175,C182480
11580,27951,C182480
11580,28255,C182480
11580,28439,C182480
11580,28459,C182480
11580,28477,C182480
11580,29044,C182480
11580,30164,C182480
11580,30239,C182480
11580,30466,C182480
11580,30849,C182480
11580,30918,C182480
11580,30952,C182480
11580,31167,C182480
11580,31341,C182480
11580,32074,C182480
11653,79,C182480
11653,127,C182480
11653,200,C182480
11653,368,C182480
11653,381,C182480
11653,828,C182480
11653,2087,C182480
11653,2261,C182480
11653,2369,C182480
11653,2734,C182480
11653,2941,C182480
11653,3033,C182480
11653,3159,C182480
11653,3220,C182480
11653,3849,C182480
11653,4844,C182480
11653,5577,C182480
11653,6158,C182480
11653,6315,C182480
11653,6346,C182480
11653,6664,C182480
11653,6747,C182480
11653,6748,C182480
11653,7000,C182480
11653,8036,C182480
11653,8773,C182480
11653,8916,C182480
11653,9215,C182480
11653,10457,C182480
11653,10498,C182480
11653,10701,C182480
11653,10735,C182480
11653,11530,C182480
11653,11580,C182480
11653,12247,C182480
11653,12585,C182480
11653,12740,C182480
11653,12751,C182480
11653,13231,C182480
11653,13621,C182480
11653,13740,C182480
11653,14517,C182480
11653,15112,C182480
11653,15666,C182480
11653,17255,C182480
11653,17469,C182480
11653,17492,C182480
11653,17534,C182480
11653,17730,C182480
11653,18020,C182480
11653,18149,C182480
11653,19279,C182480
11653,19518,C182480
11653,19856,C182480
11653,19929,C182480
11653,20582,C182480
11653,20840,C182480
11653,21213,C182480
11653,21723,C182480
11653,21988,C182480
11653,22301,C182480
11653,23418,C182480
11653,23447,C182480
11653,24226,C182480
11653,24251,C182480
11653,24677,C182480
11653,24716,C182480
11653,25049,C182480
11653,26246,C182480
11653,26280,C182480
11653,26863,C182480
11653,27175,C182480
11653,27951,C182480
11653,28255,C182480
11653,28439,C182480
11653,28459,C182480
