src,dst,relationship
21364,8220,1028193
21364,9648,1028193
21364,10905,1028193
21364,12947,1028193
21364,13093,1028193
21364,13272,1028193
21364,14007,1028193
21364,15836,1028193
21364,18998,1028193
21364,19798,1028193
21364,20616,1028193
21364,22258,1028193
21364,22554,1028193
21364,22648,1028193
21364,24039,1028193
21364,24063,1028193
21364,25230,1028193
21364,27668,1028193
21364,28178,1028193
21364,28384,1028193
21364,29252,1028193
21364,31536,1028193
21364,32014,1028193
21364,32042,1028193
21364,32072,1028193
21364,32111,1028193
21364,32356,1028193
21364,32390,1028193
22258,560,1028193
22258,1739,1028193
22258,2201,1028193
22258,2356,1028193
22258,2375,1028193
22258,3526,1028193
22258,4226,1028193
22258,4254,1028193
22258,4565,1028193
22258,6131,1028193
22258,6704,1028193
22258,6852,1028193
22258,7032,1028193
22258,8220,1028193
22258,9648,1028193
22258,10905,1028193
22258,12947,1028193
22258,13093,1028193
22258,13272,1028193
22258,14007,1028193
22258,15836,1028193
22258,18998,1028193
22258,19798,1028193
22258,20616,1028193
22258,21364,1028193
22258,22554,1028193
22258,22648,1028193
22258,24039,1028193
22258,24063,1028193
22258,25230,1028193
22258,27668,1028193
22258,28178,1028193
22258,28384,1028193
22258,29252,1028193
22258,31536,1028193
22258,32014,1028193
22258,32042,1028193
22258,32072,1028193
22258,32111,1028193
22258,32356,1028193
22258,32390,1028193
22554,560,1028193
22554,1739,1028193
22554,2201,1028193
22554,2356,1028193
22554,2375,1028193
22554,3526,1028193
22554,4226,1028193
22554,4254,1028193
22554,4565,1028193
22554,6131,1028193
22554,6704,1028193
22554,6852,1028193
22554,7032,1028193
22554,8220,1028193
22554,9648,1028193
22554,10905,1028193
22554,12947,1028193
22554,13093,1028193
22554,13272,1028193
22554,14007,1028193
22554,15836,1028193
22554,18998,1028193
22554,19798,1028193
22554,20616,1028193
22554,21364,1028193
22554,22258,1028193
22554,22648,1028193
22554,24039,1028193
22554,24063,1028193
22554,25230,1028193
22554,27668,1028193
22554,28178,1028193
22554,28384,1028193
22554,29252,1028193
22554,31536,1028193
22554,32014,1028193
22554,32042,1028193
22554,32072,1028193
22554,32111,1028193
22554,32356,1028193
22554,32390,1028193
22648,560,1028193
22648,1739,1028193
22648,2201,1028193
22648,2356,1028193
22648,2375,1028193
22648,3526,1028193
22648,4226,1028193
22648,4254,1028193
22648,4565,1028193
22648,6131,1028193
22648,6704,1028193
22648,6852,1028193
22648,7032,1028193
22648,8220,1028193
22648,9648,1028193
22648,10905,1028193
22648,12947,1028193
22648,13093,1028193
22648,13272,1028193
22648,14007,1028193
22648,15836,1028193
22648,18998,1028193
22648,19798,1028193
22648,20616,1028193
22648,21364,1028193
22648,22258,1028193
22648,22554,1028193
22648,24039,1028193
22648,24063,1028193
22648,25230,1028193
22648,27668,1028193
22648,28178,1028193
22648,28384,1028193
22648,29252,1028193
22648,31536,1028193
22648,32014,1028193
22648,32042,1028193
22648,32072,1028193
22648,32111,1028193
22648,32356,1028193
22648,32390,1028193
24039,560,1028193
24039,1739,1028193
24039,2201,1028193
24039,2356,1028193
24039,2375,1028193
24039,3526,1028193
24039,4226,1028193
24039,4254,1028193
24039,4565,1028193
24039,6131,1028193
24039,6704,1028193
24039,6852,1028193
24039,7032,1028193
24039,8220,1028193
24039,9648,1028193
24039,10905,1028193
24039,12947,1028193
24039,13093,1028193
24039,13272,1028193
24039,14007,1028193
24039,15836,1028193
24039,18998,1028193
24039,19798,1028193
24039,20616,1028193
24039,21364,1028193
24039,22258,1028193
24039,22554,1028193
24039,22648,1028193
24039,24063,1028193
24039,25230,1028193
24039,27668,1028193
24039,28178,1028193
24039,28384,1028193
24039,29252,1028193
24039,31536,1028193
24039,32014,1028193
24039,32042,1028193
24039,32072,1028193
24039,32111,1028193
24039,32356,1028193
24039,32390,1028193
24063,560,1028193
24063,1739,1028193
24063,2201,1028193
24063,2356,1028193
24063,2375,1028193
24063,3526,1028193
24063,4226,1028193
24063,4254,1028193
24063,4565,1028193
24063,6131,1028193
24063,6704,1028193
24063,6852,1028193
24063,7032,1028193
24063,8220,1028193
24063,9648,1028193
24063,10905,1028193
24063,12947,1028193
24063,13093,1028193
24063,13272,1028193
24063,14007,1028193
24063,15836,1028193
24063,18998,1028193
24063,19798,1028193
24063,20616,1028193
24063,21364,1028193
24063,22258,1028193
24063,22554,1028193
24063,22648,1028193
24063,24039,1028193
24063,25230,1028193
24063,27668,1028193
24063,28178,1028193
24063,28384,1028193
24063,29252,1028193
24063,31536,1028193
24063,32014,1028193
24063,32042,1028193
24063,32072,1028193
24063,32111,1028193
24063,32356,1028193
24063,32390,1028193
25230,560,1028193
25230,1739,1028193
25230,2201,1028193
25230,2356,1028193
25230,2375,1028193
25230,3526,1028193
25230,4226,1028193
25230,4254,1028193
25230,4565,1028193
25230,6131,1028193
25230,6704,1028193
25230,6852,1028193
25230,7032,1028193
25230,8220,1028193
25230,9648,1028193
25230,10905,1028193
25230,12947,1028193
25230,13093,1028193
25230,13272,1028193
25230,14007,1028193
25230,15836,1028193
25230,18998,1028193
25230,19798,1028193
25230,20616,1028193
25230,21364,1028193
25230,22258,1028193
25230,22554,1028193
25230,22648,1028193
25230,24039,1028193
25230,24063,1028193
25230,27668,1028193
25230,28178,1028193
25230,28384,1028193
25230,29252,1028193
25230,31536,1028193
25230,32014,1028193
25230,32042,1028193
25230,32072,1028193
25230,32111,1028193
25230,32356,1028193
25230,32390,1028193
27668,560,1028193
27668,1739,1028193
27668,2201,1028193
27668,2356,1028193
27668,2375,1028193
27668,3526,1028193
27668,4226,1028193
27668,4254,1028193
27668,4565,1028193
27668,6131,1028193
27668,6704,1028193
27668,6852,1028193
27668,7032,1028193
27668,8220,1028193
27668,9648,1028193
27668,10905,1028193
27668,12947,1028193
27668,13093,1028193
27668,13272,1028193
27668,14007,1028193
27668,15836,1028193
27668,18998,1028193
27668,19798,1028193
27668,20616,1028193
27668,21364,1028193
27668,22258,1028193
27668,22554,1028193
27668,22648,1028193
27668,24039,1028193
27668,24063,1028193
27668,25230,1028193
27668,28178,1028193
27668,28384,1028193
27668,29252,1028193
27668,31536,1028193
27668,32014,1028193
27668,32042,1028193
27668,32072,1028193
27668,32111,1028193
27668,32356,1028193
27668,32390,1028193
28178,560,1028193
28178,1739,1028193
28178,2201,1028193
28178,2356,1028193
28178,2375,1028193
28178,3526,1028193
28178,4226,1028193
28178,4254,1028193
28178,4565,1028193
28178,6131,1028193
28178,6704,1028193
28178,6852,1028193
28178,7032,1028193
28178,8220,1028193
28178,9648,1028193
28178,10905,1028193
28178,12947,1028193
28178,13093,1028193
28178,13272,1028193
28178,14007,1028193
28178,15836,1028193
28178,18998,1028193
28178,19798,1028193
28178,20616,1028193
28178,21364,1028193
28178,22258,1028193
28178,22554,1028193
28178,22648,1028193
28178,24039,1028193
28178,24063,1028193
28178,25230,1028193
28178,27668,1028193
28178,28384,1028193
28178,29252,1028193
28178,31536,1028193
28178,32014,1028193
28178,32042,1028193
28178,32072,1028193
28178,32111,1028193
28178,32356,1028193
28178,32390,1028193
28384,560,1028193
28384,1739,1028193
28384,2201,1028193
28384,2356,1028193
28384,2375,1028193
28384,3526,1028193
28384,4226,1028193
28384,4254,1028193
28384,4565,1028193
28384,6131,1028193
28384,6704,1028193
28384,6852,1028193
28384,7032,1028193
28384,8220,1028193
28384,9648,1028193
28384,10905,1028193
28384,12947,1028193
28384,13093,1028193
28384,13272,1028193
28384,14007,1028193
28384,15836,1028193
28384,18998,1028193
28384,19798,1028193
28384,20616,1028193
28384,21364,1028193
28384,22258,1028193
28384,22554,1028193
28384,22648,1028193
28384,24039,1028193
28384,24063,1028193
28384,25230,1028193
28384,27668,1028193
28384,28178,1028193
28384,29252,1028193
28384,31536,1028193
28384,32014,1028193
28384,32042,1028193
28384,32072,1028193
28384,32111,1028193
28384,32356,1028193
28384,32390,1028193
29252,560,1028193
29252,1739,1028193
29252,2201,1028193
29252,2356,1028193
29252,2375,1028193
29252,3526,1028193
29252,4226,1028193
29252,4254,1028193
29252,4565,1028193
29252,6131,1028193
29252,6704,1028193
29252,6852,1028193
29252,7032,1028193
29252,8220,1028193
29252,9648,1028193
29252,10905,1028193
29252,12947,1028193
29252,13093,1028193
29252,13272,1028193
29252,14007,1028193
29252,15836,1028193
29252,18998,1028193
29252,19798,1028193
29252,20616,1028193
29252,21364,1028193
29252,22258,1028193
29252,22554,1028193
29252,22648,1028193
29252,24039,1028193
29252,24063,1028193
29252,25230,1028193
29252,27668,1028193
29252,28178,1028193
29252,28384,1028193
29252,31536,1028193
29252,32014,1028193
29252,32042,1028193
29252,32072,1028193
29252,32111,1028193
29252,32356,1028193
29252,32390,1028193
31536,560,1028193
31536,1739,1028193
31536,2201,1028193
31536,2356,1028193
31536,2375,1028193
31536,3526,1028193
31536,4226,1028193
31536,4254,1028193
31536,4565,1028193
31536,6131,1028193
31536,6704,1028193
31536,6852,1028193
31536,7032,1028193
31536,8220,1028193
31536,9648,1028193
31536,10905,1028193
31536,12947,1028193
31536,13093,1028193
31536,13272,1028193
31536,14007,1028193
31536,15836,1028193
31536,18998,1028193
31536,19798,1028193
31536,20616,1028193
31536,21364,1028193
31536,22258,1028193
31536,22554,1028193
31536,22648,1028193
31536,24039,1028193
31536,24063,1028193
31536,25230,1028193
31536,27668,1028193
31536,28178,1028193
31536,28384,1028193
31536,29252,1028193
31536,32014,1028193
31536,32042,1028193
31536,32072,1028193
31536,32111,1028193
31536,32356,1028193
31536,32390,1028193
32014,560,1028193
32014,1739,1028193
32014,2201,1028193
32014,2356,1028193
32014,2375,1028193
32014,3526,1028193
32014,4226,1028193
32014,4254,1028193
32014,4565,1028193
32014,6131,1028193
32014,6704,1028193
32014,6852,1028193
32014,7032,1028193
32014,8220,1028193
32014,9648,1028193
32014,10905,1028193
32014,12947,1028193
32014,13093,1028193
32014,13272,1028193
32014,14007,1028193
32014,15836,1028193
32014,18998,1028193
32014,19798,1028193
32014,20616,1028193
32014,21364,1028193
32014,22258,1028193
32014,22554,1028193
32014,22648,1028193
32014,24039,1028193
32014,24063,1028193
32014,25230,1028193
32014,27668,1028193
32014,28178,1028193
32014,28384,1028193
32014,29252,1028193
32014,31536,1028193
32014,32042,1028193
32014,32072,1028193
32014,32111,1028193
32014,32356,1028193
32014,32390,1028193
32042,560,1028193
32042,1739,1028193
32042,2201,1028193
32042,2356,1028193
32042,2375,1028193
32042,3526,1028193
32042,4226,1028193
32042,4254,1028193
32042,4565,1028193
32042,6131,1028193
32042,6704,1028193
32042,6852,1028193
32042,7032,1028193
32042,8220,1028193
32042,9648,1028193
32042,10905,1028193
32042,12947,1028193
32042,13093,1028193
32042,13272,1028193
32042,14007,1028193
32042,15836,1028193
32042,18998,1028193
32042,19798,1028193
32042,20616,1028193
32042,21364,1028193
32042,22258,1028193
32042,22554,1028193
32042,22648,1028193
32042,24039,1028193
32042,24063,1028193
32042,25230,1028193
32042,27668,1028193
32042,28178,1028193
32042,28384,1028193
32042,29252,1028193
32042,31536,1028193
32042,32014,1028193
32042,32072,1028193
32042,32111,1028193
32042,32356,1028193
32042,32390,1028193
32072,560,1028193
32072,1739,1028193
32072,2201,1028193
32072,2356,1028193
32072,2375,1028193
32072,3526,1028193
32072,4226,1028193
32072,4254,1028193
32072,4565,1028193
32072,6131,1028193
32072,6704,1028193
32072,6852,1028193
32072,7032,1028193
32072,8220,1028193
32072,9648,1028193
32072,10905,1028193
32072,12947,1028193
32072,13093,1028193
32072,13272,1028193
32072,14007,1028193
32072,15836,1028193
32072,18998,1028193
32072,19798,1028193
32072,20616,1028193
32072,21364,1028193
32072,22258,1028193
32072,22554,1028193
32072,22648,1028193
32072,24039,1028193
32072,24063,1028193
32072,25230,1028193
32072,27668,1028193
32072,28178,1028193
32072,28384,1028193
32072,29252,1028193
32072,31536,1028193
32072,32014,1028193
32072,32042,1028193
32072,32111,1028193
32072,32356,1028193
32072,32390,1028193
32111,560,1028193
32111,1739,1028193
32111,2201,1028193
32111,2356,1028193
32111,2375,1028193
32111,3526,1028193
32111,4226,1028193
32111,4254,1028193
32111,4565,1028193
32111,6131,1028193
32111,6704,1028193
32111,6852,1028193
32111,7032,1028193
32111,8220,1028193
32111,9648,1028193
32111,10905,1028193
32111,12947,1028193
32111,13093,1028193
32111,13272,1028193
32111,14007,1028193
32111,15836,1028193
32111,18998,1028193
32111,19798,1028193
32111,20616,1028193
32111,21364,1028193
32111,22258,1028193
32111,22554,1028193
32111,22648,1028193
32111,24039,1028193
32111,24063,1028193
32111,25230,1028193
32111,27668,1028193
32111,28178,1028193
32111,28384,1028193
32111,29252,1028193
32111,31536,1028193
32111,32014,1028193
32111,32042,1028193
32111,32072,1028193
32111,32356,1028193
32111,32390,1028193
32356,560,1028193
32356,1739,1028193
32356,2201,1028193
32356,2356,1028193
32356,2375,1028193
32356,3526,1028193
32356,4226,1028193
32356,4254,1028193
32356,4565,1028193
32356,6131,1028193
32356,6704,1028193
32356,6852,1028193
32356,7032,1028193
32356,8220,1028193
32356,9648,1028193
32356,10905,1028193
32356,12947,1028193
32356,13093,1028193
32356,13272,1028193
32356,14007,1028193
32356,15836,1028193
32356,18998,1028193
32356,19798,1028193
32356,20616,1028193
32356,21364,1028193
32356,22258,1028193
32356,22554,1028193
32356,22648,1028193
32356,24039,1028193
32356,24063,1028193
32356,25230,1028193
32356,27668,1028193
32356,28178,1028193
32356,28384,1028193
32356,29252,1028193
32356,31536,1028193
32356,32014,1028193
32356,32042,1028193
32356,32072,1028193
32356,32111,1028193
32356,32390,1028193
32390,560,1028193
32390,1739,1028193
32390,2201,1028193
32390,2356,1028193
32390,2375,1028193
32390,3526,1028193
32390,4226,1028193
32390,4254,1028193
32390,4565,1028193
32390,6131,1028193
32390,6704,1028193
32390,6852,1028193
32390,7032,1028193
32390,8220,1028193
32390,9648,1028193
32390,10905,1028193
32390,12947,1028193
32390,13093,1028193
32390,13272,1028193
32390,14007,1028193
32390,15836,1028193
32390,18998,1028193
32390,19798,1028193
32390,20616,1028193
32390,21364,1028193
32390,22258,1028193
32390,22554,1028193
32390,22648,1028193
32390,24039,1028193
32390,24063,1028193
32390,25230,1028193
32390,27668,1028193
32390,28178,1028193
32390,28384,1028193
32390,29252,1028193
32390,31536,1028193
32390,32014,1028193
32390,32042,1028193
32390,32072,1028193
32390,32111,1028193
32390,32356,1028193
2255,5412,1028538
5412,2255,1028538
4799,21326,1029579
21326,4799,1029579
2921,26363,1029629
26363,2921,1029629
3054,13779,1030003
13779,3054,1030003
9501,12552,1030297
12552,9501,1030297
4961,14353,1030602
14353,4961,1030602
10875,18035,1030969
18035,10875,1030969
20796,29198,1031277
29198,20796,1031277
30085,31836,1031538
30085,32005,1031538
30085,32188,1031538
31836,30085,1031538
31836,32005,1031538
31836,32188,1031538
32005,30085,1031538
32005,31836,1031538
32005,32188,1031538
32188,30085,1031538
32188,31836,1031538
32188,32005,1031538
31878,31910,1031540
31910,31878,1031540
9027,23383,1031568
9027,27074,1031568
23383,9027,1031568
23383,27074,1031568
27074,9027,1031568
27074,23383,1031568
8994,29421,1031971
29421,8994,1031971
4079,17817,1032616
17817,4079,1032616
6166,12501,1033296
12501,6166,1033296
21732,24577,1033544
24577,21732,1033544
9238,11021,1033852
11021,9238,1033852
156,2350,1034248
2350,156,1034248
13091,28849,1034528
28849,13091,1034528
21293,32025,1034628
32025,21293,1034628
28523,31019,1034966
31019,28523,1034966
6468,16856,1035115
16856,6468,1035115
3791,32139,1035699
32139,3791,1035699
8659,14638,1035990
8659,32162,1035990
14638,8659,1035990
14638,32162,1035990
32162,8659,1035990
32162,14638,1035990
5397,18759,1036223
18759,5397,1036223
16158,23287,1036670
23287,16158,1036670
20089,28051,1037488
28051,20089,1037488
14059,31596,1037959
31596,14059,1037959
5545,7456,1038603
7456,5545,1038603
5551,8640,1038627
5551,19976,1038627
5551,22413,1038627
8640,5551,1038627
8640,19976,1038627
8640,22413,1038627
19976,5551,1038627
19976,8640,1038627
19976,22413,1038627
22413,5551,1038627
22413,8640,1038627
22413,19976,1038627
533,32339,1038881
32339,533,1038881
10449,12177,1039160
10449,16513,1039160
10449,23344,1039160
12177,10449,1039160
12177,16513,1039160
12177,23344,1039160
16513,10449,1039160
16513,12177,1039160
16513,23344,1039160
23344,10449,1039160
23344,12177,1039160
23344,16513,1039160
3775,23327,1039407
23327,3775,1039407
149,24337,1039662
24337,149,1039662
13278,26053,1040327
26053,13278,1040327
17987,32089,1040636
32089,17987,1040636
2394,9087,1040688
2394,24455,1040688
9087,2394,1040688
9087,24455,1040688
24455,2394,1040688
24455,9087,1040688
13362,17335,1041880
17335,13362,1041880
7639,31386,1042007
31386,7639,1042007
5043,22929,1042534
5043,25197,1042534
5043,25321,1042534
5043,29403,1042534
5043,29613,1042534
5043,32141,1042534
5043,32291,1042534
22929,5043,1042534
22929,25197,1042534
22929,25321,1042534
22929,29403,1042534
22929,29613,1042534
22929,32141,1042534
22929,32291,1042534
25197,5043,1042534
25197,22929,1042534
25197,25321,1042534
25197,29403,1042534
25197,29613,1042534
25197,32141,1042534
25197,32291,1042534
25321,5043,1042534
25321,22929,1042534
25321,25197,1042534
25321,29403,1042534
25321,29613,1042534
25321,32141,1042534
25321,32291,1042534
29403,5043,1042534
29403,22929,1042534
29403,25197,1042534
29403,25321,1042534
29403,29613,1042534
29403,32141,1042534
29403,32291,1042534
29613,5043,1042534
29613,22929,1042534
29613,25197,1042534
29613,25321,1042534
29613,29403,1042534
29613,32141,1042534
29613,32291,1042534
32141,5043,1042534
32141,22929,1042534
32141,25197,1042534
32141,25321,1042534
32141,29403,1042534
32141,29613,1042534
32141,32291,1042534
32291,5043,1042534
32291,22929,1042534
32291,25197,1042534
32291,25321,1042534
32291,29403,1042534
32291,29613,1042534
32291,32141,1042534
19380,28836,1043083
28836,19380,1043083
24577,25759,1043379
25759,24577,1043379
3824,12085,1043536
12085,3824,1043536
6898,12259,1043675
12259,6898,1043675
9386,19997,1043789
19997,9386,1043789
16957,29482,1043874
29482,16957,1043874
6852,10607,1043881
6852,32202,1043881
10607,6852,1043881
10607,32202,1043881
32202,6852,1043881
32202,10607,1043881
149,27279,1043908
27279,149,1043908
24029,30746,1043965
30746,24029,1043965
287,25415,1044036
287,27425,1044036
25415,287,1044036
25415,27425,1044036
27425,287,1044036
27425,25415,1044036
6309,10273,1044141
6309,18518,1044141
10273,6309,1044141
10273,18518,1044141
18518,6309,1044141
18518,10273,1044141
16071,26209,1044150
26209,16071,1044150
18862,30585,1044281
30585,18862,1044281
4792,29395,1044360
29395,4792,1044360
4792,16669,1044424
16669,4792,1044424
5415,6351,1045140
6351,5415,1045140
5086,29438,1046110
29438,5086,1046110
7915,29843,1046379
29843,7915,1046379
19838,20677,1046554
20677,19838,1046554
26802,28887,1046989
28887,26802,1046989
13137,25922,1047148
25922,13137,1047148
2325,4720,1047303
2325,25507,1047303
4720,2325,1047303
4720,25507,1047303
25507,2325,1047303
25507,4720,1047303
23785,25458,1047518
25458,23785,1047518
8668,16551,1047866
16551,8668,1047866
12040,23798,1048046
23798,12040,1048046
11224,27782,1048561
27782,11224,1048561
7261,11236,1049448
11236,7261,1049448
15657,18826,1050193
15657,25365,1050193
15657,30336,1050193
18826,15657,1050193
18826,25365,1050193
18826,30336,1050193
25365,15657,1050193
25365,18826,1050193
25365,30336,1050193
30336,15657,1050193
30336,18826,1050193
30336,25365,1050193
17572,27415,1050421
27415,17572,1050421
27983,30197,1050821
30197,27983,1050821
800,25965,1051363
25965,800,1051363
736,13781,1051397
13781,736,1051397
11117,32307,1051693
32307,11117,1051693
1900,3497,1053605
1900,3982,1053605
1900,4447,1053605
1900,5439,1053605
1900,6865,1053605
1900,7330,1053605
1900,13313,1053605
1900,14790,1053605
1900,16615,1053605
1900,16859,1053605
1900,17077,1053605
1900,20264,1053605
1900,20728,1053605
1900,21362,1053605
1900,21453,1053605
1900,22283,1053605
1900,23215,1053605
1900,23461,1053605
1900,24446,1053605
1900,25678,1053605
1900,28257,1053605
1900,29063,1053605
1900,30127,1053605
1900,31648,1053605
1900,31918,1053605
3497,1900,1053605
3497,3982,1053605
3497,4447,1053605
3497,5439,1053605
3497,6865,1053605
3497,7330,1053605
3497,13313,1053605
3497,14790,1053605
3497,16615,1053605
3497,16859,1053605
3497,17077,1053605
3497,20264,1053605
3497,20728,1053605
3497,21362,1053605
3497,21453,1053605
3497,22283,1053605
3497,23215,1053605
3497,23461,1053605
3497,24446,1053605
3497,25678,1053605
3497,28257,1053605
3497,29063,1053605
3497,30127,1053605
3497,31648,1053605
3497,31918,1053605
3982,1900,1053605
3982,3497,1053605
3982,4447,1053605
3982,5439,1053605
3982,6865,1053605
3982,7330,1053605
3982,13313,1053605
3982,14790,1053605
3982,16615,1053605
3982,16859,1053605
3982,17077,1053605
3982,20264,1053605
3982,20728,1053605
3982,21362,1053605
3982,21453,1053605
3982,22283,1053605
3982,23215,1053605
3982,23461,1053605
3982,24446,1053605
3982,25678,1053605
3982,28257,1053605
3982,29063,1053605
3982,30127,1053605
3982,31648,1053605
3982,31918,1053605
4447,1900,1053605
4447,3497,1053605
4447,3982,1053605
4447,5439,1053605
4447,6865,1053605
4447,7330,1053605
4447,13313,1053605
4447,14790,1053605
4447,16615,1053605
4447,16859,1053605
4447,17077,1053605
4447,20264,1053605
4447,20728,1053605
4447,21362,1053605
4447,21453,1053605
4447,22283,1053605
4447,23215,1053605
4447,23461,1053605
4447,24446,1053605
4447,25678,1053605
4447,28257,1053605
4447,29063,1053605
4447,30127,1053605
4447,31648,1053605
4447,31918,1053605
5439,1900,1053605
5439,3497,1053605
5439,3982,1053605
5439,4447,1053605
5439,6865,1053605
5439,7330,1053605
5439,13313,1053605
5439,14790,1053605
5439,16615,1053605
5439,16859,1053605
5439,17077,1053605
5439,20264,1053605
5439,20728,1053605
5439,21362,1053605
5439,21453,1053605
5439,22283,1053605
5439,23215,1053605
5439,23461,1053605
5439,24446,1053605
5439,25678,1053605
5439,28257,1053605
5439,29063,1053605
5439,30127,1053605
5439,31648,1053605
5439,31918,1053605
6865,1900,1053605
6865,3497,1053605
6865,3982,1053605
6865,4447,1053605
6865,5439,1053605
6865,7330,1053605
6865,13313,1053605
6865,14790,1053605
6865,16615,1053605
6865,16859,1053605
6865,17077,1053605
6865,20264,1053605
6865,20728,1053605
6865,21362,1053605
6865,21453,1053605
6865,22283,1053605
6865,23215,1053605
6865,23461,1053605
6865,24446,1053605
6865,25678,1053605
6865,28257,1053605
6865,29063,1053605
6865,30127,1053605
6865,31648,1053605
6865,31918,1053605
7330,1900,1053605
7330,3497,1053605
7330,3982,1053605
7330,4447,1053605
7330,5439,1053605
7330,6865,1053605
7330,13313,1053605
7330,14790,1053605
7330,16615,1053605
7330,16859,1053605
7330,17077,1053605
7330,20264,1053605
7330,20728,1053605
7330,21362,1053605
7330,21453,1053605
7330,22283,1053605
7330,23215,1053605
7330,23461,1053605
7330,24446,1053605
7330,25678,1053605
7330,28257,1053605
7330,29063,1053605
7330,30127,1053605
7330,31648,1053605
7330,31918,1053605
13313,1900,1053605
13313,3497,1053605
13313,3982,1053605
13313,4447,1053605
13313,5439,1053605
13313,6865,1053605
13313,7330,1053605
13313,14790,1053605
13313,16615,1053605
13313,16859,1053605
13313,17077,1053605
13313,20264,1053605
13313,20728,1053605
13313,21362,1053605
13313,21453,1053605
13313,22283,1053605
13313,23215,1053605
13313,23461,1053605
13313,24446,1053605
13313,25678,1053605
13313,28257,1053605
13313,29063,1053605
13313,30127,1053605
13313,31648,1053605
13313,31918,1053605
14790,1900,1053605
14790,3497,1053605
14790,3982,1053605
14790,4447,1053605
14790,5439,1053605
14790,6865,1053605
14790,7330,1053605
14790,13313,1053605
14790,16615,1053605
14790,16859,1053605
14790,17077,1053605
14790,20264,1053605
14790,20728,1053605
14790,21362,1053605
14790,21453,1053605
14790,22283,1053605
14790,23215,1053605
14790,23461,1053605
14790,24446,1053605
14790,25678,1053605
14790,28257,1053605
14790,29063,1053605
14790,30127,1053605
14790,31648,1053605
14790,31918,1053605
16615,1900,1053605
16615,3497,1053605
16615,3982,1053605
16615,4447,1053605
16615,5439,1053605
16615,6865,1053605
16615,7330,1053605
16615,13313,1053605
16615,14790,1053605
16615,16859,1053605
16615,17077,1053605
16615,20264,1053605
16615,20728,1053605
16615,21362,1053605
16615,21453,1053605
16615,22283,1053605
16615,23215,1053605
16615,23461,1053605
16615,24446,1053605
16615,25678,1053605
16615,28257,1053605
16615,29063,1053605
16615,30127,1053605
16615,31648,1053605
16615,31918,1053605
16859,1900,1053605
16859,3497,1053605
16859,3982,1053605
16859,4447,1053605
16859,5439,1053605
16859,6865,1053605
16859,7330,1053605
16859,13313,1053605
16859,14790,1053605
16859,16615,1053605
16859,17077,1053605
16859,20264,1053605
16859,20728,1053605
16859,21362,1053605
16859,21453,1053605
16859,22283,1053605
16859,23215,1053605
16859,23461,1053605
16859,24446,1053605
16859,25678,1053605
16859,28257,1053605
16859,29063,1053605
16859,30127,1053605
16859,31648,1053605
16859,31918,1053605
17077,1900,1053605
17077,3497,1053605
17077,3982,1053605
17077,4447,1053605
17077,5439,1053605
17077,6865,1053605
17077,7330,1053605
17077,13313,1053605
17077,14790,1053605
17077,16615,1053605
17077,16859,1053605
17077,20264,1053605
17077,20728,1053605
17077,21362,1053605
17077,21453,1053605
17077,22283,1053605
17077,23215,1053605
17077,23461,1053605
17077,24446,1053605
17077,25678,1053605
17077,28257,1053605
17077,29063,1053605
17077,30127,1053605
17077,31648,1053605
17077,31918,1053605
20264,1900,1053605
20264,3497,1053605
20264,3982,1053605
20264,4447,1053605
20264,5439,1053605
20264,6865,1053605
20264,7330,1053605
20264,13313,1053605
20264,14790,1053605
20264,16615,1053605
20264,16859,1053605
20264,17077,1053605
20264,20728,1053605
20264,21362,1053605
20264,21453,1053605
20264,22283,1053605
20264,23215,1053605
20264,23461,1053605
20264,24446,1053605
20264,25678,1053605
20264,28257,1053605
20264,29063,1053605
20264,30127,1053605
20264,31648,1053605
20264,31918,1053605
20728,1900,1053605
20728,3497,1053605
20728,3982,1053605
20728,4447,1053605
20728,5439,1053605
20728,6865,1053605
20728,7330,1053605
20728,13313,1053605
20728,14790,1053605
20728,16615,1053605
20728,16859,1053605
20728,17077,1053605
20728,20264,1053605
20728,21362,1053605
20728,21453,1053605
20728,22283,1053605
20728,23215,1053605
20728,23461,1053605
20728,24446,1053605
20728,25678,1053605
20728,28257,1053605
20728,29063,1053605
20728,30127,1053605
20728,31648,1053605
20728,31918,1053605
21362,1900,1053605
21362,3497,1053605
21362,3982,1053605
21362,4447,1053605
21362,5439,1053605
21362,6865,1053605
21362,7330,1053605
21362,13313,1053605
21362,14790,1053605
21362,16615,1053605
21362,16859,1053605
21362,17077,1053605
21362,20264,1053605
21362,20728,1053605
21362,21453,1053605
21362,22283,1053605
21362,23215,1053605
21362,23461,1053605
21362,24446,1053605
21362,25678,1053605
21362,28257,1053605
21362,29063,1053605
21362,30127,1053605
21362,31648,1053605
21362,31918,1053605
21453,1900,1053605
21453,3497,1053605
21453,3982,1053605
21453,4447,1053605
21453,5439,1053605
21453,6865,1053605
21453,7330,1053605
21453,13313,1053605
21453,14790,1053605
21453,16615,1053605
21453,16859,1053605
21453,17077,1053605
21453,20264,1053605
21453,20728,1053605
21453,21362,1053605
21453,22283,1053605
21453,23215,1053605
21453,23461,1053605
21453,24446,1053605
21453,25678,1053605
21453,28257,1053605
21453,29063,1053605
21453,30127,1053605
21453,31648,1053605
21453,31918,1053605
22283,1900,1053605
22283,3497,1053605
22283,3982,1053605
22283,4447,1053605
22283,5439,1053605
22283,6865,1053605
22283,7330,1053605
22283,13313,1053605
22283,14790,1053605
22283,16615,1053605
22283,16859,1053605
